"NSFTV.ID","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"NSFTV_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NSFTV_10",3.51834407919524,-0.0658216769311957,-15.3276089544182,-10.2482824450542,-2.47091012428579,0.0310552679896756,-0.642040912728156,-0.246501789094731,0.135002471534177,0.660806950272066,0.438392510120485,0.1377887496569,0.196304233076269,0.136622768243871,0.166178842079647,0.237331491482877,0.386160902932935,0.495744812103424,0.639053515800503,0.634309292318859,0.752193224705996,0.807441574896939,0.841703581750015,0.881497549794608
"NSFTV_100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NSFTV_101",-7.20079536177908,-16.6363940643176,-15.7089736585219,-8.99450992982767,-2.30125913026851,-3.16183677215066,-2.30371347136617,-2.0511052475117,-0.834132685506381,-0.178103228825708,-0.279384360431412,-0.108316454211575,0.029347130504283,0.190433085795255,0.199562777608854,0.042204039986111,0.201296506619597,0.465988943518632,0.690271548991245,0.73485694157345,0.83460930680814,0.843695893506956,0.795043619068351,0.843898276693279
"NSFTV_102",-4.10216182346292,-11.3337267510417,-6.16249823592493,-1.6292000907014,-1.90691350022917,-0.440699115721641,-1.03978542520526,-0.29544378562491,-0.333679177724895,0.0630544760235194,0.564747370032793,0.634612690841418,0.829167410577988,0.774801709727017,0.832435374321778,0.788187067939869,0.820009614032852,0.855969562460248,0.963967174898512,0.950179920432615,0.986341816763161,0.991596899180716,1.00742369606507,1.03633142557044
"NSFTV_103",8.1918115893973,6.61394574693784,1.84512265717129,0.51709857231254,0.878957197739831,1.30199872591095,1.73501351233987,1.64062820302801,2.0496281624376,2.02236182223359,1.69653583083104,1.75962549126117,1.7121071541807,1.58174976094361,1.27933039769382,1.09381897329761,1.11081614526682,1.09292489292292,0.964582031978392,0.892998744463737,0.874901553259782,0.892265900685327,0.852766655244936,0.859466204283868
"NSFTV_104",7.77255547797319,8.69290032926359,15.3020027140166,5.80995528575729,3.12029914365109,2.95415744460898,3.52289258832571,3.44730549290804,2.76991284333022,2.07137459325581,1.87772062410147,1.88126681644362,1.68535099402067,1.53638450232978,1.38859905452061,1.47703671219254,1.45335067361667,1.36022497466841,1.24126128249821,1.15677870281174,1.14043645782032,1.12558395065118,1.12367143027575,1.12009603552345
"NSFTV_105",-5.48900594220857,-3.72412031711501,-3.29769771085647,-0.418217957106145,1.41634456964071,1.3904081381778,2.22814640849625,-0.880516608079377,-2.12253242974063,0.291110861001827,1.08089495925338,1.21137108260617,1.01918650006524,1.02747420866525,1.07446634136418,1.0315640163188,0.935916652727254,0.994743509769406,0.988843385016381,0.990927512934853,1.05025725647102,1.05304303731143,1.04231456804331,1.05622806606034
"NSFTV_106",0.972158871035563,16.6878797805646,6.84522068457406,4.14078347768367,3.22928985305126,1.49832462870744,0.92294272676365,0.816546166841365,0.4346352091513,0.376046568723384,0.753698586165132,0.541233006829047,0.648031780935656,0.842376133610065,0.990530077854632,0.98349449427487,0.895447167884499,0.967572806530625,0.983123887803459,0.983402429479939,0.960902346765935,0.965579143840719,0.965313582117156,0.947601215291512
"NSFTV_107",2.89998902868548,4.60716609988831,2.19768413120067,-3.14390674770705,0.311490917286358,1.43292965872279,1.46447817285168,1.27642131938038,0.680584481208378,0.895359411671105,0.724586290692695,0.818122703698154,1.30445816692405,1.4035639986045,1.22451292718645,1.18322391516081,1.00871261012011,1.00006829452579,1.02305902702224,1.11527921798794,1.0960770419153,1.11785352615857,1.11725047960951,1.13789809019712
"NSFTV_108",-13.3150905485167,-11.520051798302,-26.1113983745802,-22.6011680091637,-7.43711466585672,-1.60966599648943,-2.70850696507266,-2.17899330650166,-1.89961671822437,-0.906634209667385,-0.278833017622498,-0.180083589229628,0.0593065555208222,-0.0801241059257106,0.200639617206224,0.311789457533068,0.52574915710595,0.672525254123828,0.791011201063385,0.73538259431687,0.847820323921238,0.80408239013868,0.790432547263304,0.823642812218216
"NSFTV_11",4.11748626341437,6.00457919969248,-0.404881737159723,6.97913563582673,5.16762423207375,2.08722058246032,1.69665427569001,1.79911994705217,1.67824347586702,1.52580811725068,1.57018353196444,1.57500104169434,1.47250850726101,1.23840318168263,1.19194945869061,1.02951627052378,1.098012773688,1.17473260196683,1.04932190110031,0.96012456681584,0.979452672765514,0.966029709769855,0.916691590523732,0.94083803465984
"NSFTV_110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NSFTV_112",-15.3605668848383,-33.8957207265132,-38.6709606968791,-6.33272130533773,-3.39343914852454,-3.63129927744325,-3.06802862530855,-1.06327053222887,-1.15080661516247,-0.58594127105079,-0.067708162152286,0.15149496205292,0.149757263046766,0.288485214408862,0.528935357071034,0.618905610635105,0.710669655570124,0.643523600602164,0.736023172203686,0.651404794886013,0.674823822908402,0.748428217143143,0.791395938093055,0.800922957216116
