"Exp","DayOfImaging","Watering.Regime","Mean","NSFTV.ID"
"E2",10,"Low water",61430,"NSFTV_288"
"E3",16,"Low water",125931,"NSFTV_288"
"E3",12,"Low water",92928,"NSFTV_288"
"E3",13,"Control",195905,"NSFTV_288"
"E1",7,"Control",81374,"NSFTV_288"
"E1",7,"Low water",64858,"NSFTV_288"
"E3",17,"Control",357424,"NSFTV_288"
"E1",6,"Low water",56230,"NSFTV_288"
"E2",14,"Low water",77005,"NSFTV_288"
"E2",17,"Control",216248,"NSFTV_288"
"E2",13,"Low water",73021,"NSFTV_288"
"E2",14,"Control",144112,"NSFTV_288"
"E3",3,"Control",21568,"NSFTV_288"
"E3",3,"Low water",24888,"NSFTV_288"
"E3",2,"Control",18682,"NSFTV_288"
"E3",2,"Low water",22589,"NSFTV_288"
"E1",20,"Control",459854,"NSFTV_288"
"E1",20,"Low water",159185,"NSFTV_288"
"E2",0,"Control",11679,"NSFTV_288"
"E2",19,"Control",309544,"NSFTV_288"
"E2",11,"Control",87067,"NSFTV_288"
"E2",11,"Low water",67426,"NSFTV_288"
"E2",12,"Control",100124,"NSFTV_288"
"E2",12,"Low water",70976,"NSFTV_288"
"E1",19,"Low water",140582,"NSFTV_288"
"E3",18,"Low water",120532,"NSFTV_288"
"E3",19,"Control",446654,"NSFTV_288"
"E2",17,"Low water",106908,"NSFTV_288"
"E2",18,"Control",271122,"NSFTV_288"
"E2",13,"Control",121629,"NSFTV_288"
"E3",18,"Control",405467,"NSFTV_288"
"E3",17,"Low water",122836,"NSFTV_288"
"E2",18,"Low water",114887,"NSFTV_288"
"E2",21,"Low water",93162,"NSFTV_287"
"E1",18,"Control",510420,"NSFTV_287"
"E2",0,"Control",12994,"NSFTV_287"
"E2",20,"Low water",87113,"NSFTV_287"
"E2",21,"Control",265600,"NSFTV_287"
"E1",17,"Low water",151214,"NSFTV_287"
"E1",2,"Low water",21984,"NSFTV_287"
"E1",3,"Control",31130,"NSFTV_287"
"E3",11,"Control",123148,"NSFTV_287"
"E1",2,"Control",23204,"NSFTV_287"
"E1",16,"Low water",154414,"NSFTV_287"
"E1",17,"Control",432799,"NSFTV_287"
"E3",5,"Control",36285,"NSFTV_287"
"E2",20,"Control",250994,"NSFTV_287"
"E1",18,"Low water",159041,"NSFTV_287"
"E1",1,"Low water",16993,"NSFTV_287"
"E2",5,"Control",29674,"NSFTV_287"
"E3",5,"Low water",33438,"NSFTV_287"
"E3",10,"Low water",75832,"NSFTV_287"
"E1",3,"Low water",28198,"NSFTV_287"
"E1",19,"Control",569118,"NSFTV_287"
"E2",5,"Low water",36700,"NSFTV_287"
"E2",6,"Control",35187,"NSFTV_287"
"E1",8,"Low water",70364,"NSFTV_287"
"E1",9,"Control",122749,"NSFTV_287"
"E1",19,"Low water",165577,"NSFTV_287"
"E2",19,"Low water",84710,"NSFTV_287"
"E1",10,"Low water",99133,"NSFTV_287"
"E1",11,"Control",175371,"NSFTV_287"
"E1",9,"Low water",82482,"NSFTV_287"
"E1",10,"Control",147431,"NSFTV_287"
"E1",20,"Control",622831,"NSFTV_287"
"E1",20,"Low water",173374,"NSFTV_287"
"E1",12,"Control",211801,"NSFTV_287"
"E1",12,"Low water",119413,"NSFTV_287"
"E1",15,"Control",325427,"NSFTV_287"
"E1",15,"Low water",148199,"NSFTV_287"
"E1",16,"Control",359938,"NSFTV_287"
"E2",19,"Control",235953,"NSFTV_287"
"E3",4,"Low water",26828,"NSFTV_287"
"E1",1,"Control",16755,"NSFTV_287"
"E3",17,"Low water",105609,"NSFTV_287"
"E3",4,"Control",30842,"NSFTV_287"
"E3",6,"Low water",40149,"NSFTV_287"
"E3",7,"Control",57544,"NSFTV_287"
"E3",7,"Low water",46023,"NSFTV_287"
"E3",6,"Control",47047,"NSFTV_287"
"E2",18,"Low water",77704,"NSFTV_287"
"E3",9,"Low water",59087,"NSFTV_287"
"E3",10,"Control",103821,"NSFTV_287"
"E2",4,"Control",22414,"NSFTV_287"
"E2",4,"Low water",32354,"NSFTV_287"
"E1",0,"Low water",14280,"NSFTV_287"
"E3",17,"Control",353887,"NSFTV_287"
"E2",12,"Control",83790,"NSFTV_287"
"E3",11,"Low water",83914,"NSFTV_287"
"E1",4,"Control",36447,"NSFTV_287"
"E1",4,"Low water",31737,"NSFTV_287"
"E1",5,"Control",49521,"NSFTV_287"
"E3",8,"Control",78455,"NSFTV_287"
"E3",9,"Control",95210,"NSFTV_287"
"E3",14,"Low water",95968,"NSFTV_287"
"E3",15,"Control",252062,"NSFTV_287"
"E3",15,"Low water",99596,"NSFTV_287"
"E3",16,"Control",297759,"NSFTV_287"
"E3",16,"Low water",102428,"NSFTV_287"
"E1",8,"Control",106707,"NSFTV_287"
"E2",11,"Control",79815,"NSFTV_287"
"E3",18,"Control",405989,"NSFTV_287"
"E1",11,"Low water",117998,"NSFTV_287"
"E2",15,"Control",134470,"NSFTV_287"
"E1",13,"Control",256476,"NSFTV_287"
"E1",13,"Low water",129958,"NSFTV_287"
"E1",14,"Control",288566,"NSFTV_287"
"E1",14,"Low water",137204,"NSFTV_287"
"E2",17,"Low water",69521,"NSFTV_287"
"E2",18,"Control",205748,"NSFTV_287"
"E3",3,"Low water",24373,"NSFTV_287"
"E3",3,"Control",23698,"NSFTV_287"
"E2",10,"Low water",59882,"NSFTV_287"
"E2",1,"Control",15875,"NSFTV_287"
"E2",12,"Low water",65121,"NSFTV_287"
"E2",6,"Low water",43702,"NSFTV_287"
"E2",0,"Low water",13939,"NSFTV_287"
"E2",23,"Control",306729,"NSFTV_287"
"E2",1,"Low water",16282,"NSFTV_287"
"E2",2,"Control",19032,"NSFTV_287"
"E3",8,"Low water",52410,"NSFTV_287"
"E3",21,"Low water",124891,"NSFTV_287"
"E2",23,"Low water",99472,"NSFTV_287"
"E2",3,"Low water",28311,"NSFTV_287"
"E1",0,"Control",13040,"NSFTV_287"
"E2",7,"Control",38988,"NSFTV_287"
"E2",7,"Low water",51125,"NSFTV_287"
"E2",11,"Low water",60245,"NSFTV_287"
"E2",13,"Control",95895,"NSFTV_287"
"E1",5,"Low water",37807,"NSFTV_287"
"E1",6,"Control",62724,"NSFTV_287"
"E2",8,"Control",46194,"NSFTV_287"
"E2",8,"Low water",58097,"NSFTV_287"
"E1",7,"Low water",56883,"NSFTV_287"
"E2",13,"Low water",67545,"NSFTV_287"
"E1",6,"Low water",47576,"NSFTV_287"
"E1",7,"Control",75352,"NSFTV_287"
"E2",16,"Control",139515,"NSFTV_287"
"E2",16,"Low water",67160,"NSFTV_287"
"E2",14,"Control",111405,"NSFTV_287"
"E2",15,"Low water",68394,"NSFTV_287"
"E3",22,"Control",687796,"NSFTV_287"
"E3",2,"Low water",19892,"NSFTV_287"
"E2",17,"Control",172677,"NSFTV_287"
"E3",22,"Low water",130155,"NSFTV_287"
"E3",12,"Control",151010,"NSFTV_287"
"E3",12,"Low water",87035,"NSFTV_287"
"E3",13,"Control",180770,"NSFTV_287"
"E2",22,"Control",288986,"NSFTV_287"
"E2",22,"Low water",95483,"NSFTV_287"
"E2",3,"Control",20393,"NSFTV_287"
"E2",10,"Control",80451,"NSFTV_287"
"E3",0,"Control",14132,"NSFTV_287"
"E3",13,"Low water",91216,"NSFTV_287"
"E3",18,"Low water",111451,"NSFTV_287"
"E2",14,"Low water",62800,"NSFTV_287"
"E3",2,"Control",19510,"NSFTV_287"
"E3",19,"Control",455722,"NSFTV_287"
"E3",14,"Control",212456,"NSFTV_287"
"E2",9,"Low water",58015,"NSFTV_287"
"E3",1,"Low water",15275,"NSFTV_287"
"E3",21,"Control",595627,"NSFTV_287"
"E3",0,"Low water",13060,"NSFTV_287"
"E3",1,"Control",16294,"NSFTV_287"
"E3",20,"Control",513662,"NSFTV_287"
"E2",2,"Low water",23516,"NSFTV_287"
"E2",9,"Control",55054,"NSFTV_287"
"E3",19,"Low water",111424,"NSFTV_287"
"E3",20,"Low water",117226,"NSFTV_287"
"E1",15,"Low water",167907,"NSFTV_286"
"E3",3,"Control",15327,"NSFTV_286"
"E3",9,"Low water",51858,"NSFTV_286"
"E3",9,"Control",57487,"NSFTV_286"
"E1",16,"Control",327351,"NSFTV_286"
"E3",2,"Low water",11639,"NSFTV_286"
"E1",15,"Control",279662,"NSFTV_286"
"E1",16,"Low water",173378,"NSFTV_286"
"E1",3,"Control",24104,"NSFTV_286"
"E3",22,"Low water",114838,"NSFTV_286"
"E3",2,"Control",12018,"NSFTV_286"
"E3",8,"Low water",44179,"NSFTV_286"
"E1",14,"Low water",151518,"NSFTV_286"
"E3",22,"Control",663753,"NSFTV_286"
"E2",15,"Low water",97037,"NSFTV_286"
"E2",22,"Low water",125522,"NSFTV_286"
"E3",10,"Control",73085,"NSFTV_286"
"E1",2,"Control",18886,"NSFTV_286"
"E2",22,"Control",461076,"NSFTV_286"
"E3",15,"Low water",97617,"NSFTV_286"
"E3",1,"Low water",11021,"NSFTV_286"
"E3",16,"Low water",94793,"NSFTV_286"
"E1",2,"Low water",18223,"NSFTV_286"
"E1",17,"Low water",184641,"NSFTV_286"
"E3",16,"Control",247244,"NSFTV_286"
"E1",1,"Low water",14215,"NSFTV_286"
"E1",17,"Control",377374,"NSFTV_286"
"E1",14,"Control",235652,"NSFTV_286"
"E2",14,"Low water",94121,"NSFTV_286"
"E2",15,"Control",180426,"NSFTV_286"
"E3",1,"Control",11527,"NSFTV_286"
"E2",16,"Control",210284,"NSFTV_286"
"E2",16,"Low water",98615,"NSFTV_286"
"E1",18,"Control",427467,"NSFTV_286"
"E2",2,"Control",23076,"NSFTV_286"
"E1",20,"Low water",233006,"NSFTV_286"
"E3",7,"Low water",36121,"NSFTV_286"
"E1",1,"Control",13993,"NSFTV_286"
"E3",0,"Low water",9197,"NSFTV_286"
"E1",9,"Low water",90150,"NSFTV_286"
"E1",3,"Low water",24463,"NSFTV_286"
"E3",8,"Control",48058,"NSFTV_286"
"E2",1,"Low water",15898,"NSFTV_286"
"E3",4,"Control",19654,"NSFTV_286"
"E1",18,"Low water",194952,"NSFTV_286"
"E3",10,"Low water",63954,"NSFTV_286"
"E3",3,"Low water",16774,"NSFTV_286"
"E1",20,"Control",564641,"NSFTV_286"
"E3",14,"Control",168533,"NSFTV_286"
"E3",14,"Low water",89971,"NSFTV_286"
"E1",19,"Low water",204693,"NSFTV_286"
"E1",9,"Control",89111,"NSFTV_286"
"E2",21,"Control",419378,"NSFTV_286"
"E1",10,"Control",113881,"NSFTV_286"
"E3",15,"Control",204826,"NSFTV_286"
"E3",11,"Control",86966,"NSFTV_286"
"E3",11,"Low water",75260,"NSFTV_286"
"E3",12,"Control",122944,"NSFTV_286"
"E3",17,"Control",296535,"NSFTV_286"
"E3",13,"Control",138271,"NSFTV_286"
"E3",13,"Low water",86554,"NSFTV_286"
"E3",0,"Control",12630,"NSFTV_286"
"E1",13,"Low water",136981,"NSFTV_286"
"E3",21,"Control",567628,"NSFTV_286"
"E3",21,"Low water",111473,"NSFTV_286"
"E2",7,"Control",57311,"NSFTV_286"
"E2",21,"Low water",133521,"NSFTV_286"
"E2",8,"Control",67606,"NSFTV_286"
"E2",23,"Control",508238,"NSFTV_286"
"E2",23,"Low water",125737,"NSFTV_286"
"E1",4,"Control",28359,"NSFTV_286"
"E3",4,"Low water",19768,"NSFTV_286"
"E1",19,"Control",503480,"NSFTV_286"
"E1",0,"Control",10921,"NSFTV_286"
"E1",0,"Low water",10681,"NSFTV_286"
"E2",0,"Control",13154,"NSFTV_286"
"E2",0,"Low water",14914,"NSFTV_286"
"E2",1,"Control",17575,"NSFTV_286"
"E2",14,"Control",170193,"NSFTV_286"
"E2",7,"Low water",43339,"NSFTV_286"
"E1",4,"Low water",29459,"NSFTV_286"
"E2",8,"Low water",49209,"NSFTV_286"
"E2",9,"Control",83317,"NSFTV_286"
"E3",17,"Low water",88199,"NSFTV_286"
"E1",7,"Low water",58063,"NSFTV_286"
"E3",12,"Low water",83043,"NSFTV_286"
"E1",6,"Low water",44630,"NSFTV_286"
"E1",7,"Control",60031,"NSFTV_286"
"E2",13,"Control",156619,"NSFTV_286"
"E1",8,"Control",72364,"NSFTV_286"
"E1",8,"Low water",70631,"NSFTV_286"
"E2",20,"Low water",115076,"NSFTV_286"
"E2",2,"Low water",19761,"NSFTV_286"
"E3",18,"Control",340544,"NSFTV_286"
"E3",18,"Low water",98100,"NSFTV_286"
"E3",19,"Control",396808,"NSFTV_286"
"E3",19,"Low water",99156,"NSFTV_286"
"E3",20,"Control",488725,"NSFTV_286"
"E3",20,"Low water",105742,"NSFTV_286"
"E2",13,"Low water",86421,"NSFTV_286"
"E2",6,"Low water",32249,"NSFTV_286"
"E2",20,"Control",369081,"NSFTV_286"
"E2",9,"Low water",54380,"NSFTV_286"
"E2",17,"Control",256025,"NSFTV_286"
"E3",5,"Control",23248,"NSFTV_286"
"E3",5,"Low water",21825,"NSFTV_286"
"E3",6,"Control",28907,"NSFTV_286"
"E3",6,"Low water",27918,"NSFTV_286"
"E3",7,"Control",36184,"NSFTV_286"
"E2",12,"Low water",78556,"NSFTV_286"
"E1",5,"Low water",35946,"NSFTV_286"
"E1",6,"Control",48454,"NSFTV_286"
"E2",3,"Control",27377,"NSFTV_286"
"E1",5,"Control",38426,"NSFTV_286"
"E2",19,"Low water",122801,"NSFTV_286"
"E1",11,"Low water",120527,"NSFTV_286"
"E2",5,"Low water",29855,"NSFTV_286"
"E2",6,"Control",46658,"NSFTV_286"
"E1",11,"Control",134785,"NSFTV_286"
"E2",12,"Control",133135,"NSFTV_286"
"E1",12,"Control",160049,"NSFTV_286"
"E1",10,"Low water",104935,"NSFTV_286"
"E1",13,"Control",198858,"NSFTV_286"
"E2",19,"Control",336729,"NSFTV_286"
"E2",17,"Low water",100049,"NSFTV_286"
"E1",12,"Low water",128137,"NSFTV_286"
"E2",18,"Low water",110909,"NSFTV_286"
"E2",4,"Low water",24686,"NSFTV_286"
"E2",5,"Control",41677,"NSFTV_286"
"E2",18,"Control",302676,"NSFTV_286"
"E2",4,"Control",34219,"NSFTV_286"
"E2",10,"Low water",56636,"NSFTV_286"
"E2",11,"Control",114970,"NSFTV_286"
"E2",3,"Low water",22957,"NSFTV_286"
"E2",10,"Control",104112,"NSFTV_286"
"E2",11,"Low water",71398,"NSFTV_286"
"E3",20,"Control",371226,"NSFTV_285"
"E3",19,"Control",325250,"NSFTV_285"
"E3",19,"Low water",91750,"NSFTV_285"
"E2",12,"Control",52924,"NSFTV_285"
"E2",12,"Low water",32293,"NSFTV_285"
"E1",1,"Low water",12052,"NSFTV_285"
"E2",11,"Low water",34761,"NSFTV_285"
"E2",18,"Control",106385,"NSFTV_285"
"E2",18,"Low water",52261,"NSFTV_285"
"E3",20,"Low water",96480,"NSFTV_285"
"E3",18,"Low water",88261,"NSFTV_285"
"E2",13,"Low water",39011,"NSFTV_285"
"E2",4,"Low water",16860,"NSFTV_285"
"E2",19,"Control",120608,"NSFTV_285"
"E2",13,"Control",60304,"NSFTV_285"
"E2",11,"Control",49209,"NSFTV_285"
"E2",0,"Control",8905,"NSFTV_285"
"E2",5,"Control",22790,"NSFTV_285"
"E2",5,"Low water",19415,"NSFTV_285"
"E2",6,"Control",22767,"NSFTV_285"
"E2",17,"Low water",44962,"NSFTV_285"
"E2",10,"Low water",32436,"NSFTV_285"
"E1",13,"Low water",76657.5,"NSFTV_285"
"E1",14,"Control",152959,"NSFTV_285"
"E1",14,"Low water",84481.5,"NSFTV_285"
"E1",15,"Control",182219.5,"NSFTV_285"
"E1",15,"Low water",90197,"NSFTV_285"
"E2",14,"Control",72633,"NSFTV_285"
"E3",0,"Control",9045,"NSFTV_285"
"E2",4,"Control",17315,"NSFTV_285"
"E1",0,"Control",9833,"NSFTV_285"
"E1",0,"Low water",9608.5,"NSFTV_285"
"E1",1,"Control",11827,"NSFTV_285"
"E3",5,"Control",22421,"NSFTV_285"
"E2",19,"Low water",49796,"NSFTV_285"
"E2",20,"Control",103845,"NSFTV_285"
"E2",0,"Low water",10050,"NSFTV_285"
"E3",18,"Control",289474,"NSFTV_285"
"E2",3,"Low water",14858,"NSFTV_285"
"E2",23,"Low water",49461,"NSFTV_285"
"E3",11,"Control",85029,"NSFTV_285"
"E3",11,"Low water",55361,"NSFTV_285"
"E3",12,"Control",100286,"NSFTV_285"
"E3",12,"Low water",60115,"NSFTV_285"
"E3",13,"Control",116528,"NSFTV_285"
"E3",13,"Low water",65491,"NSFTV_285"
"E2",3,"Control",14218,"NSFTV_285"
"E3",17,"Control",254661,"NSFTV_285"
"E3",17,"Low water",85040,"NSFTV_285"
"E1",11,"Low water",62373.5,"NSFTV_285"
"E1",12,"Control",114052.5,"NSFTV_285"
"E1",12,"Low water",69539,"NSFTV_285"
"E1",13,"Control",133904,"NSFTV_285"
"E3",5,"Low water",21925,"NSFTV_285"
"E3",6,"Control",29057,"NSFTV_285"
"E1",16,"Control",206889.5,"NSFTV_285"
"E3",21,"Control",431976,"NSFTV_285"
"E3",21,"Low water",111507,"NSFTV_285"
"E3",22,"Control",493736,"NSFTV_285"
"E3",22,"Low water",111792,"NSFTV_285"
"E2",16,"Control",82487,"NSFTV_285"
"E2",16,"Low water",45162,"NSFTV_285"
"E2",17,"Control",91224,"NSFTV_285"
"E1",20,"Control",345009,"NSFTV_285"
"E1",20,"Low water",125019.5,"NSFTV_285"
"E3",4,"Low water",18975,"NSFTV_285"
"E1",7,"Low water",34164,"NSFTV_285"
"E1",8,"Control",53219.5,"NSFTV_285"
"E2",20,"Low water",54242,"NSFTV_285"
"E2",1,"Control",10530,"NSFTV_285"
"E2",1,"Low water",11091,"NSFTV_285"
"E2",2,"Control",11148,"NSFTV_285"
"E2",2,"Low water",12284,"NSFTV_285"
"E1",4,"Low water",20508.5,"NSFTV_285"
"E1",5,"Control",29639,"NSFTV_285"
"E1",5,"Low water",25460,"NSFTV_285"
"E1",6,"Control",33353.5,"NSFTV_285"
"E1",6,"Low water",29206,"NSFTV_285"
"E1",7,"Control",42538,"NSFTV_285"
"E3",3,"Low water",15690,"NSFTV_285"
"E3",15,"Control",169789,"NSFTV_285"
"E2",6,"Low water",20030,"NSFTV_285"
"E3",14,"Control",148433,"NSFTV_285"
"E3",14,"Low water",74027,"NSFTV_285"
"E2",10,"Control",47388,"NSFTV_285"
"E3",15,"Low water",78429,"NSFTV_285"
"E3",16,"Control",206772,"NSFTV_285"
"E3",16,"Low water",83727,"NSFTV_285"
"E1",16,"Low water",92828,"NSFTV_285"
"E1",19,"Control",309923.5,"NSFTV_285"
"E1",19,"Low water",115733,"NSFTV_285"
"E3",4,"Control",21284,"NSFTV_285"
"E1",18,"Control",279206,"NSFTV_285"
"E2",14,"Low water",41656,"NSFTV_285"
"E2",15,"Control",80213,"NSFTV_285"
"E1",2,"Control",14691,"NSFTV_285"
"E3",10,"Low water",46951,"NSFTV_285"
"E1",18,"Low water",110414.5,"NSFTV_285"
"E2",23,"Control",144284,"NSFTV_285"
"E2",15,"Low water",43450,"NSFTV_285"
"E1",4,"Control",24133.5,"NSFTV_285"
"E1",2,"Low water",13906.5,"NSFTV_285"
"E1",3,"Control",19830,"NSFTV_285"
"E3",10,"Control",67168,"NSFTV_285"
"E3",2,"Low water",11450,"NSFTV_285"
"E2",22,"Control",124619,"NSFTV_285"
"E2",22,"Low water",48487,"NSFTV_285"
"E1",3,"Low water",16898.5,"NSFTV_285"
"E2",8,"Control",32360,"NSFTV_285"
"E3",3,"Control",16368,"NSFTV_285"
"E2",7,"Control",27858,"NSFTV_285"
"E1",11,"Control",88595,"NSFTV_285"
"E3",2,"Control",12772,"NSFTV_285"
"E2",8,"Low water",27252,"NSFTV_285"
"E2",9,"Control",37988,"NSFTV_285"
"E2",7,"Low water",23227,"NSFTV_285"
"E3",7,"Control",36034,"NSFTV_285"
"E3",9,"Control",52270,"NSFTV_285"
"E3",9,"Low water",45138,"NSFTV_285"
"E2",9,"Low water",30564,"NSFTV_285"
"E3",1,"Low water",9657,"NSFTV_285"
"E3",0,"Low water",9331,"NSFTV_285"
"E1",17,"Control",239377,"NSFTV_285"
"E3",6,"Low water",26307,"NSFTV_285"
"E2",21,"Low water",56873,"NSFTV_285"
"E3",8,"Low water",42451,"NSFTV_285"
"E3",7,"Low water",34749,"NSFTV_285"
"E1",17,"Low water",100667,"NSFTV_285"
"E1",9,"Control",65844,"NSFTV_285"
"E3",8,"Control",40539,"NSFTV_285"
"E1",10,"Low water",55262.5,"NSFTV_285"
"E2",21,"Control",113727,"NSFTV_285"
"E1",9,"Low water",49196.5,"NSFTV_285"
"E1",10,"Control",76848,"NSFTV_285"
"E1",8,"Low water",40084.5,"NSFTV_285"
"E3",1,"Control",10689,"NSFTV_285"
"E1",15,"Low water",146002,"NSFTV_284"
"E1",15,"Control",350589,"NSFTV_284"
"E3",17,"Control",368366,"NSFTV_284"
"E3",17,"Low water",172916,"NSFTV_284"
"E1",16,"Control",404926,"NSFTV_284"
"E1",14,"Low water",78549,"NSFTV_284"
"E2",14,"Low water",136200,"NSFTV_284"
"E2",15,"Control",283000,"NSFTV_284"
"E1",7,"Low water",68614,"NSFTV_284"
"E1",8,"Control",110227,"NSFTV_284"
"E1",20,"Control",645752,"NSFTV_284"
"E1",7,"Control",86510,"NSFTV_284"
"E3",16,"Low water",163822,"NSFTV_284"
"E2",7,"Low water",65024,"NSFTV_284"
"E2",8,"Control",96987,"NSFTV_284"
"E1",6,"Low water",61473,"NSFTV_284"
"E3",16,"Control",309005,"NSFTV_284"
"E2",14,"Control",252934,"NSFTV_284"
"E1",13,"Low water",139999,"NSFTV_284"
"E1",14,"Control",304425,"NSFTV_284"
"E2",8,"Low water",73897,"NSFTV_284"
"E2",9,"Control",119051,"NSFTV_284"
"E1",0,"Control",14420,"NSFTV_284"
"E1",0,"Low water",14352,"NSFTV_284"
"E3",15,"Low water",163252,"NSFTV_284"
"E2",20,"Control",571479,"NSFTV_284"
"E2",20,"Low water",199658,"NSFTV_284"
"E3",15,"Control",255316,"NSFTV_284"
"E2",21,"Low water",207672,"NSFTV_284"
"E2",22,"Control",707231,"NSFTV_284"
"E1",8,"Low water",83470,"NSFTV_284"
"E2",21,"Control",622845,"NSFTV_284"
"E1",12,"Low water",134335,"NSFTV_284"
"E1",12,"Control",224879,"NSFTV_284"
"E2",6,"Control",63536,"NSFTV_284"
"E1",13,"Control",252486,"NSFTV_284"
"E2",7,"Control",77384,"NSFTV_284"
"E3",1,"Low water",16235,"NSFTV_284"
"E3",2,"Control",21017,"NSFTV_284"
"E2",6,"Low water",55363,"NSFTV_284"
"E3",18,"Control",418847,"NSFTV_284"
"E2",9,"Low water",84012,"NSFTV_284"
"E2",10,"Control",141036,"NSFTV_284"
"E1",1,"Control",17604,"NSFTV_284"
"E1",17,"Low water",160070,"NSFTV_284"
"E1",18,"Control",537863,"NSFTV_284"
"E1",18,"Low water",172587,"NSFTV_284"
"E1",19,"Control",586804,"NSFTV_284"
"E1",19,"Low water",188958,"NSFTV_284"
"E3",22,"Low water",236014,"NSFTV_284"
"E2",0,"Control",16296,"NSFTV_284"
"E2",0,"Low water",15855,"NSFTV_284"
"E2",1,"Control",20131,"NSFTV_284"
"E1",1,"Low water",18239,"NSFTV_284"
"E1",2,"Control",22886,"NSFTV_284"
"E1",2,"Low water",24643,"NSFTV_284"
"E1",3,"Control",31689,"NSFTV_284"
"E2",18,"Control",457055,"NSFTV_284"
"E2",18,"Low water",178258,"NSFTV_284"
"E2",19,"Control",511925,"NSFTV_284"
"E2",19,"Low water",186916,"NSFTV_284"
"E1",5,"Low water",50868,"NSFTV_284"
"E1",6,"Control",66896,"NSFTV_284"
"E3",1,"Control",17541,"NSFTV_284"
"E3",8,"Control",65894,"NSFTV_284"
"E3",8,"Low water",68635,"NSFTV_284"
"E2",1,"Low water",19308,"NSFTV_284"
"E1",9,"Control",132582,"NSFTV_284"
"E1",9,"Low water",101537,"NSFTV_284"
"E1",10,"Control",155740,"NSFTV_284"
"E1",10,"Low water",117796,"NSFTV_284"
"E1",11,"Control",187708,"NSFTV_284"
"E1",11,"Low water",125450,"NSFTV_284"
"E3",14,"Control",206251,"NSFTV_284"
"E3",14,"Low water",144567,"NSFTV_284"
"E2",13,"Low water",123078,"NSFTV_284"
"E3",7,"Low water",57663,"NSFTV_284"
"E3",0,"Low water",14055,"NSFTV_284"
"E3",19,"Control",497316,"NSFTV_284"
"E3",2,"Low water",20007,"NSFTV_284"
"E2",15,"Low water",144723,"NSFTV_284"
"E3",18,"Low water",179581,"NSFTV_284"
"E2",12,"Low water",116630,"NSFTV_284"
"E1",16,"Low water",153711,"NSFTV_284"
"E1",17,"Control",473711,"NSFTV_284"
"E2",12,"Control",181810,"NSFTV_284"
"E2",16,"Control",343353,"NSFTV_284"
"E2",13,"Control",206302,"NSFTV_284"
"E3",7,"Control",50634,"NSFTV_284"
"E3",22,"Control",778436,"NSFTV_284"
"E3",5,"Low water",37538,"NSFTV_284"
"E2",16,"Low water",154758,"NSFTV_284"
"E3",9,"Control",78335,"NSFTV_284"
"E3",9,"Low water",82627,"NSFTV_284"
"E1",5,"Control",52733,"NSFTV_284"
"E3",6,"Control",41687,"NSFTV_284"
"E2",17,"Control",388019,"NSFTV_284"
"E2",17,"Low water",168078,"NSFTV_284"
"E2",3,"Low water",27928,"NSFTV_284"
"E2",2,"Control",24358,"NSFTV_284"
"E3",6,"Low water",46548,"NSFTV_284"
"E2",5,"Low water",45226,"NSFTV_284"
"E3",21,"Low water",214006,"NSFTV_284"
"E2",4,"Control",40133,"NSFTV_284"
"E2",2,"Low water",23122,"NSFTV_284"
"E2",3,"Control",31492,"NSFTV_284"
"E3",3,"Low water",26769,"NSFTV_284"
"E3",0,"Control",13389,"NSFTV_284"
"E2",4,"Low water",32528,"NSFTV_284"
"E2",5,"Control",50695,"NSFTV_284"
"E3",21,"Control",688667,"NSFTV_284"
"E3",19,"Low water",191590,"NSFTV_284"
"E3",20,"Control",588158,"NSFTV_284"
"E1",20,"Low water",204616,"NSFTV_284"
"E2",22,"Low water",223839,"NSFTV_284"
"E1",4,"Low water",39228,"NSFTV_284"
"E3",4,"Control",30954,"NSFTV_284"
"E3",20,"Low water",206736,"NSFTV_284"
"E1",3,"Low water",30388,"NSFTV_284"
"E2",23,"Control",763290,"NSFTV_284"
"E3",13,"Low water",140800,"NSFTV_284"
"E3",4,"Low water",33274,"NSFTV_284"
"E3",12,"Control",145754,"NSFTV_284"
"E1",4,"Control",42030,"NSFTV_284"
"E3",13,"Control",182057,"NSFTV_284"
"E2",23,"Low water",234145,"NSFTV_284"
"E3",3,"Control",24122,"NSFTV_284"
"E3",12,"Low water",131227,"NSFTV_284"
"E2",10,"Low water",96321,"NSFTV_284"
"E2",11,"Low water",110027,"NSFTV_284"
"E3",5,"Control",33551,"NSFTV_284"
"E3",10,"Low water",97846,"NSFTV_284"
"E2",11,"Control",164360,"NSFTV_284"
"E3",10,"Control",104430,"NSFTV_284"
"E3",11,"Control",124707,"NSFTV_284"
"E3",11,"Low water",116067,"NSFTV_284"
"E2",12,"Low water",53693,"NSFTV_283"
"E1",13,"Low water",100899,"NSFTV_283"
"E2",12,"Control",76446,"NSFTV_283"
"E1",13,"Control",132737,"NSFTV_283"
"E2",5,"Low water",22395,"NSFTV_283"
"E3",14,"Low water",63016,"NSFTV_283"
"E3",15,"Control",186409,"NSFTV_283"
"E3",14,"Control",155659,"NSFTV_283"
"E1",12,"Low water",89302,"NSFTV_283"
"E2",4,"Control",23783.5,"NSFTV_283"
"E2",4,"Low water",18838,"NSFTV_283"
"E3",13,"Low water",55216,"NSFTV_283"
"E1",20,"Control",383046,"NSFTV_283"
"E2",3,"Low water",14194.5,"NSFTV_283"
"E1",19,"Control",328352,"NSFTV_283"
