"V1","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"NSFTV_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NSFTV_770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NSFTV_28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NSFTV_80",1.19115272844688,1.24605108764329,1.24980641164628,1.10822126363867,1.17447426450815,1.04965730709706,0.932400758956806,0.906262551364044,0.85930709052527,0.822394079063996,0.803933287264442,0.624926732333557,0.627364003399915,0.586220647915738,0.618322089157171,0.65706507596533,0.607950344732725,0.556844079473366,0.509653985853565,0.450867571698283,0.423926909509717,0.423547180667434,0.383462286469603,0.338106688808135
"NSFTV_87",0.849280131633073,0.940651298938895,1.00733015494636,1.06664842681259,1.13271018694392,1.13908170945889,1.13633572898985,1.27129936481635,1.16188403544225,0.922535211267606,1.03410489444287,1.24326798157553,1.12863144493953,1.0882746228741,0.967120011956359,0.852407614781635,0.752350834572452,0.700348615174395,0.725920594029398,0.657877129904643,0.634967718458646,0.603277960335368,0.575321204596051,0.545343880576897
"NSFTV_96",0.931816207765135,0.830593570329581,0.736191579760525,0.706888310584736,0.713798530954879,0.758074438634266,0.733586626139818,0.730038212742576,0.784785421372338,0.765699490383035,0.723235967529314,0.837907709742536,0.808535824548494,0.771429382379655,0.69282725943848,0.606339255378613,0.584394063552763,0.559800003184663,0.503554977576295,0.44146936447927,0.390040964371477,0.353711349776201,0.329812848440657,0.314962510963453
"NSFTV_100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NSFTV_114",0.974746843355419,1.05273354439352,1.05180921052632,1.06884609529609,1.14356973844088,1.31938879253633,1.17743192618108,1.05519586285528,0.998016468313498,1.02684022070909,1.08751137167694,1.13890673710764,1.02776013885361,0.866196882704727,0.775589282425879,0.696990004978363,0.625683666558532,0.520716455287575,0.483325717608939,0.43908073417686,0.392791659290357,0.386358990942399,0.342800354164436,0.294260012179395
"NSFTV_140",0.931474140517251,0.993353005443837,0.975628581638283,1.01353342249119,0.965609307179268,0.998655119050468,1.01038246546982,1.00035487710811,0.950371378923922,0.914037222772121,0.884213517065301,0.94095036865586,0.879111173097799,0.832519838630554,0.705022162123444,0.639052693968708,0.58413240095833,0.534531041657686,0.50953308294695,0.466694845682016,0.426906084160939,0.401300289097441,0.353962506174791,0.3384687177894
"NSFTV_206",0.968908471194613,0.924050632911392,1.0342372697136,0.919671746776084,0.942370469573952,0.856200656291627,0.838316901029039,0.887467265245043,0.738733010094587,0.721689556880021,0.714828897338403,0.654283911671924,0.612212495242238,0.617652717165683,0.620228156267924,0.637010880722644,0.601280960793294,0.544654758731005,0.505780731634249,0.488144233951026,0.432744127871687,0.374623084304648,0.326120088634275,0.319099044694424
