"","Exp","NSFTV.ID","Replicate","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"1","E1","NSFTV_1",1,-4.06784393818697,8.86879082114636,-14.3962874352819,-4.13993810559776,0.314095366427636,1.6628865095157,1.10357374246388,1.2398751858245,1.22974681745617,1.46309273777759,1.29114181114003,1.01267007907495,0.902404787664755,1.10695115797747,1.11211566751915,1.0698894536781,1.07015320934,1.06844373681237,1.04756942611869,1.01931606652559,0.942013314745274
"2","E1","NSFTV_10",1,4.20149929833243,5.10935563799481,-9.65051629292539,7.36728867529918,4.49753618594757,3.75567464777733,2.82807661584765,2.44244581154944,2.5819487432716,2.57326485120213,2.33301995806814,1.98714639967382,1.60722784768319,1.55058902743798,1.44915663379124,1.3913925870072,1.36527790904244,1.30257975609967,1.29511486225204,1.25592853909226,1.24089859466921
"3","E1","NSFTV_101",1,9.74251437984819,6.67564653684995,-22.2448257647901,-1.68988627739951,0.195721474561961,-0.727035738879153,-0.426750438762759,-0.098118472268115,0.254938074959453,-0.0142405130908318,0.3062289398128,0.368572460624375,0.605417443692888,0.700387938636305,0.701254202835678,0.76456412279601,0.780186675494122,0.853308387175094,0.905944228572741,0.892720385415465,0.894672720489207
"4","E1","NSFTV_102",1,-2.90938557040948,0.642811960741437,20.4086574170639,4.10461043637287,3.06997702227858,1.26967468745177,1.22939203866233,0.899372746898794,0.711189441116683,0.783155720816656,0.724026020238364,0.719604739829542,0.629086603298602,0.501542889919698,0.515321136963652,0.636406938808742,0.657696844742834,0.71385987733435,0.776498851671728,0.832316742044187,0.897176442536179
"5","E1","NSFTV_103",1,-4.61046866766747,-6.00672589771605,31.0442761600745,7.84112507008333,4.98440463873178,2.55619324130057,1.50953974991906,2.17311460921204,1.99617657515636,1.63708152103761,1.53719304772759,1.52150552815167,1.23421324268502,1.02191276930949,0.954274362700323,0.948996465628952,0.962162800491201,0.868261406588936,0.795927623299346,0.863948785396132,0.85121854387627
"6","E1","NSFTV_104",1,-10.1483485731051,-15.0966513328232,41.2975371761988,9.17614232138688,5.78921742099197,3.63864926650371,2.92025632503224,2.25803057423095,1.64371198545606,1.52973071691062,1.82443756100395,1.5728077631692,1.18232140147233,1.07865099870074,1.10301146665828,1.19061283298621,1.16751443921421,1.09588662426856,1.05437914325165,1.06101364697154,1.07286658787469
"7","E1","NSFTV_105",1,15.1758019562262,15.0761755052248,-54.9374002469644,-12.8229734101631,-1.4180069121689,-2.17267239514154,-0.958262054338243,-0.151059073327938,0.560160995544641,0.522228576456534,0.26328921072876,0.715203795665561,0.862116703808708,1.02437192272282,1.02408545381527,1.06191715380352,1.08083527542079,1.1324908992169,1.10001783103636,1.0684037155135,1.05287509199367
"8","E1","NSFTV_106",1,-5.81435507704006,-8.47441695439744,22.4494183840051,4.19785010727531,3.84611085495246,2.51915076000238,1.64240363532849,1.62158786184754,1.31985297119613,1.18382147403182,1.2096897236654,1.31835641210917,1.38411750361163,1.34006249987558,1.26230000641823,1.27513002742779,1.30503815172809,1.27624147722526,1.23708802204226,1.19026938897414,1.18059917681397
"9","E1","NSFTV_107",1,-7.78870298423221,0.869771432406725,-3.76912461731728,-1.84637690201671,-0.668142102815829,1.78612092277071,2.69982332252798,2.10893442364536,1.95988619299902,2.16516197477089,1.85402342266384,1.71596122063432,1.57010021996238,1.63535379720203,1.56237705741048,1.46894686739458,1.42851740971817,1.34665347923577,1.29209863872079,1.21087373065116,1.16693018182412
"10","E1","NSFTV_109",1,-1.56241449576528,-4.42819408365976,36.4838270190628,5.26809721124701,1.6244366653532,1.88309608748237,1.43689505555208,1.33256197994232,1.23159683966573,0.917417172804286,0.812143495204463,0.906620364076707,0.89498527121401,0.829531722578169,0.594324354732623,0.727108177624027,0.739700523311407,0.78949959917317,0.784020282475115,0.726264882928909,0.757550787527344
