"Exp","Snapshot.ID.Tag","Genotype.ID","Watering.Regime","Replicate","Key","DayOfImaging","Projected.Shoot.Area"
"E1","054043-D","UNL366","Low water",1,"E1_UNL366_1",17,98409
"E1","054042-W","UNL366","Control",1,"E1_UNL366_1",18,272159
"E1","054043-D","UNL366","Low water",1,"E1_UNL366_1",18,101459
"E1","054042-W","UNL366","Control",1,"E1_UNL366_1",19,299010
"E1","054043-D","UNL366","Low water",1,"E1_UNL366_1",19,101334
"E1","054042-W","UNL366","Control",1,"E1_UNL366_1",20,328402
"E1","054043-D","UNL366","Low water",1,"E1_UNL366_1",20,102740
"E1","054177-D","UNL367","Low water",1,"E1_UNL367_1",0,14206
"E1","054178-W","UNL367","Control",1,"E1_UNL367_1",0,12138
"E1","054177-D","UNL367","Low water",1,"E1_UNL367_1",1,17320
"E1","054178-W","UNL367","Control",1,"E1_UNL367_1",1,16031
"E1","054177-D","UNL367","Low water",1,"E1_UNL367_1",2,21886
"E1","054178-W","UNL367","Control",1,"E1_UNL367_1",2,20580
"E1","054177-D","UNL367","Low water",1,"E1_UNL367_1",3,29098
"E1","054178-W","UNL367","Control",1,"E1_UNL367_1",3,29361
"E1","054177-D","UNL367","Low water",1,"E1_UNL367_1",4,35349
"E1","054178-W","UNL367","Control",1,"E1_UNL367_1",4,34293
"E1","054177-D","UNL367","Low water",1,"E1_UNL367_1",5,42864
"E1","054178-W","UNL367","Control",1,"E1_UNL367_1",5,44828
"E1","054177-D","UNL367","Low water",1,"E1_UNL367_1",6,54073
"E1","054178-W","UNL367","Control",1,"E1_UNL367_1",6,57368
"E1","054177-D","UNL367","Low water",1,"E1_UNL367_1",7,62413
"E1","054178-W","UNL367","Control",1,"E1_UNL367_1",7,66892
"E1","054177-D","UNL367","Low water",1,"E1_UNL367_1",8,72928
"E1","054178-W","UNL367","Control",1,"E1_UNL367_1",8,80916
"E1","054177-D","UNL367","Low water",1,"E1_UNL367_1",9,87494
"E1","054178-W","UNL367","Control",1,"E1_UNL367_1",9,103521
"E1","054177-D","UNL367","Low water",1,"E1_UNL367_1",10,98778
"E1","054178-W","UNL367","Control",1,"E1_UNL367_1",10,125307
"E1","054177-D","UNL367","Low water",1,"E1_UNL367_1",11,108663
"E1","054178-W","UNL367","Control",1,"E1_UNL367_1",11,147778
"E1","054177-D","UNL367","Low water",1,"E1_UNL367_1",12,117130
"E1","054178-W","UNL367","Control",1,"E1_UNL367_1",12,174374
"E1","054177-D","UNL367","Low water",1,"E1_UNL367_1",13,122589
"E1","054178-W","UNL367","Control",1,"E1_UNL367_1",13,211950
"E1","054177-D","UNL367","Low water",1,"E1_UNL367_1",14,125025
"E1","054178-W","UNL367","Control",1,"E1_UNL367_1",14,244996
"E1","054177-D","UNL367","Low water",1,"E1_UNL367_1",15,128916
"E1","054178-W","UNL367","Control",1,"E1_UNL367_1",15,281603
"E1","054177-D","UNL367","Low water",1,"E1_UNL367_1",16,130934
"E1","054178-W","UNL367","Control",1,"E1_UNL367_1",16,313279
"E1","054177-D","UNL367","Low water",1,"E1_UNL367_1",17,136863
"E1","054178-W","UNL367","Control",1,"E1_UNL367_1",17,362944
"E1","054177-D","UNL367","Low water",1,"E1_UNL367_1",18,145684
"E1","054178-W","UNL367","Control",1,"E1_UNL367_1",18,415787
"E1","054177-D","UNL367","Low water",1,"E1_UNL367_1",19,155908
"E1","054178-W","UNL367","Control",1,"E1_UNL367_1",19,465493
"E1","054177-D","UNL367","Low water",1,"E1_UNL367_1",20,177779
"E1","054178-W","UNL367","Control",1,"E1_UNL367_1",20,523849
"E1","053666-W","UNL368","Control",1,"E1_UNL368_1",0,13873
"E1","053667-D","UNL368","Low water",1,"E1_UNL368_1",0,13952
"E1","053666-W","UNL368","Control",1,"E1_UNL368_1",1,17724
"E1","053667-D","UNL368","Low water",1,"E1_UNL368_1",1,15665
"E1","053666-W","UNL368","Control",1,"E1_UNL368_1",2,21273
"E1","053667-D","UNL368","Low water",1,"E1_UNL368_1",2,19105
"E1","053666-W","UNL368","Control",1,"E1_UNL368_1",3,28484
"E1","053667-D","UNL368","Low water",1,"E1_UNL368_1",3,25146
"E1","053666-W","UNL368","Control",1,"E1_UNL368_1",4,35674
"E1","053667-D","UNL368","Low water",1,"E1_UNL368_1",4,31709
"E1","053666-W","UNL368","Control",1,"E1_UNL368_1",5,45272
"E1","053667-D","UNL368","Low water",1,"E1_UNL368_1",5,38203
"E1","053666-W","UNL368","Control",1,"E1_UNL368_1",6,58501
"E1","053667-D","UNL368","Low water",1,"E1_UNL368_1",6,46062
"E1","053666-W","UNL368","Control",1,"E1_UNL368_1",7,68205
"E1","053667-D","UNL368","Low water",1,"E1_UNL368_1",7,59429
"E1","053666-W","UNL368","Control",1,"E1_UNL368_1",8,84185
"E1","053667-D","UNL368","Low water",1,"E1_UNL368_1",8,73538
"E1","053666-W","UNL368","Control",1,"E1_UNL368_1",9,111520
"E1","053667-D","UNL368","Low water",1,"E1_UNL368_1",9,95476
"E1","053666-W","UNL368","Control",1,"E1_UNL368_1",10,136255
"E1","053667-D","UNL368","Low water",1,"E1_UNL368_1",10,110077
"E1","053666-W","UNL368","Control",1,"E1_UNL368_1",11,154527
"E1","053667-D","UNL368","Low water",1,"E1_UNL368_1",11,119680
"E1","053666-W","UNL368","Control",1,"E1_UNL368_1",12,183772
"E1","053667-D","UNL368","Low water",1,"E1_UNL368_1",12,135135
"E1","053666-W","UNL368","Control",1,"E1_UNL368_1",13,213008
"E1","053667-D","UNL368","Low water",1,"E1_UNL368_1",13,154818
"E1","053666-W","UNL368","Control",1,"E1_UNL368_1",14,265413
"E1","053667-D","UNL368","Low water",1,"E1_UNL368_1",14,180252
"E1","053666-W","UNL368","Control",1,"E1_UNL368_1",15,306908
"E1","053667-D","UNL368","Low water",1,"E1_UNL368_1",15,190725
"E1","053666-W","UNL368","Control",1,"E1_UNL368_1",16,328471
"E1","053667-D","UNL368","Low water",1,"E1_UNL368_1",16,201598
"E1","053666-W","UNL368","Control",1,"E1_UNL368_1",17,374549
"E1","053667-D","UNL368","Low water",1,"E1_UNL368_1",17,206240
"E1","053666-W","UNL368","Control",1,"E1_UNL368_1",18,442182
"E1","053667-D","UNL368","Low water",1,"E1_UNL368_1",18,200389
"E1","053666-W","UNL368","Control",1,"E1_UNL368_1",19,512963
"E1","053667-D","UNL368","Low water",1,"E1_UNL368_1",19,202303
"E1","053666-W","UNL368","Control",1,"E1_UNL368_1",20,576194
"E1","053667-D","UNL368","Low water",1,"E1_UNL368_1",20,214575
"E1","053596-D","UNL369","Low water",1,"E1_UNL369_1",0,12633
"E1","053597-W","UNL369","Control",1,"E1_UNL369_1",0,12825
"E1","053596-D","UNL369","Low water",1,"E1_UNL369_1",1,17291
"E1","053597-W","UNL369","Control",1,"E1_UNL369_1",1,19280
"E1","053596-D","UNL369","Low water",1,"E1_UNL369_1",2,19612
"E1","053597-W","UNL369","Control",1,"E1_UNL369_1",2,24002
"E1","053596-D","UNL369","Low water",1,"E1_UNL369_1",3,27498
"E1","053597-W","UNL369","Control",1,"E1_UNL369_1",3,33929
"E1","053596-D","UNL369","Low water",1,"E1_UNL369_1",4,34423
"E1","053597-W","UNL369","Control",1,"E1_UNL369_1",4,43020
"E1","053596-D","UNL369","Low water",1,"E1_UNL369_1",5,41426
"E1","053597-W","UNL369","Control",1,"E1_UNL369_1",5,53226
"E1","053596-D","UNL369","Low water",1,"E1_UNL369_1",6,47936
"E1","053597-W","UNL369","Control",1,"E1_UNL369_1",6,67231
"E1","053596-D","UNL369","Low water",1,"E1_UNL369_1",7,55457
"E1","053597-W","UNL369","Control",1,"E1_UNL369_1",7,89561
"E1","053596-D","UNL369","Low water",1,"E1_UNL369_1",8,67025
"E1","053597-W","UNL369","Control",1,"E1_UNL369_1",8,111037
"E1","053596-D","UNL369","Low water",1,"E1_UNL369_1",9,80626
"E1","053597-W","UNL369","Control",1,"E1_UNL369_1",9,139691
"E1","053596-D","UNL369","Low water",1,"E1_UNL369_1",10,92221
"E1","053597-W","UNL369","Control",1,"E1_UNL369_1",10,173938
"E1","053596-D","UNL369","Low water",1,"E1_UNL369_1",11,108787
"E1","053597-W","UNL369","Control",1,"E1_UNL369_1",11,219251
"E1","053596-D","UNL369","Low water",1,"E1_UNL369_1",12,118744
"E1","053597-W","UNL369","Control",1,"E1_UNL369_1",12,253310
"E1","053596-D","UNL369","Low water",1,"E1_UNL369_1",13,126110
"E1","053597-W","UNL369","Control",1,"E1_UNL369_1",13,307799
"E1","053596-D","UNL369","Low water",1,"E1_UNL369_1",14,138624
"E1","053597-W","UNL369","Control",1,"E1_UNL369_1",14,386222
"E1","053596-D","UNL369","Low water",1,"E1_UNL369_1",15,147909
"E1","053597-W","UNL369","Control",1,"E1_UNL369_1",15,441010
"E1","053596-D","UNL369","Low water",1,"E1_UNL369_1",16,150154
"E1","053597-W","UNL369","Control",1,"E1_UNL369_1",16,476270
"E1","053596-D","UNL369","Low water",1,"E1_UNL369_1",17,157353
"E1","053597-W","UNL369","Control",1,"E1_UNL369_1",17,541790
"E1","053596-D","UNL369","Low water",1,"E1_UNL369_1",18,162080
"E1","053597-W","UNL369","Control",1,"E1_UNL369_1",18,642626
"E1","053596-D","UNL369","Low water",1,"E1_UNL369_1",19,167967
"E1","053597-W","UNL369","Control",1,"E1_UNL369_1",19,738040
"E1","053596-D","UNL369","Low water",1,"E1_UNL369_1",20,184522
"E1","053597-W","UNL369","Control",1,"E1_UNL369_1",20,781252
"E1","053329-D","UNL370","Low water",1,"E1_UNL370_1",0,8946
"E1","053330-W","UNL370","Control",1,"E1_UNL370_1",0,11269
"E1","053330-W","UNL370","Control",1,"E1_UNL370_1",1,15627
"E1","053329-D","UNL370","Low water",1,"E1_UNL370_1",1,12416
"E1","053330-W","UNL370","Control",1,"E1_UNL370_1",2,19227
"E1","053329-D","UNL370","Low water",1,"E1_UNL370_1",2,15556
"E1","053330-W","UNL370","Control",1,"E1_UNL370_1",3,25417
"E1","053329-D","UNL370","Low water",1,"E1_UNL370_1",3,19908
"E1","053330-W","UNL370","Control",1,"E1_UNL370_1",4,32714
"E1","053329-D","UNL370","Low water",1,"E1_UNL370_1",4,24155
"E1","053330-W","UNL370","Control",1,"E1_UNL370_1",5,41539
"E1","053329-D","UNL370","Low water",1,"E1_UNL370_1",5,29854
"E1","053330-W","UNL370","Control",1,"E1_UNL370_1",6,54158
"E1","053329-D","UNL370","Low water",1,"E1_UNL370_1",6,37282
"E1","053330-W","UNL370","Control",1,"E1_UNL370_1",7,64929
"E1","053329-D","UNL370","Low water",1,"E1_UNL370_1",7,47652
"E1","053330-W","UNL370","Control",1,"E1_UNL370_1",8,83825
"E1","053329-D","UNL370","Low water",1,"E1_UNL370_1",8,63273
"E1","053330-W","UNL370","Control",1,"E1_UNL370_1",9,105408
"E1","053329-D","UNL370","Low water",1,"E1_UNL370_1",9,78360
"E1","053330-W","UNL370","Control",1,"E1_UNL370_1",10,125260
"E1","053329-D","UNL370","Low water",1,"E1_UNL370_1",10,97330
"E1","053330-W","UNL370","Control",1,"E1_UNL370_1",11,153929
"E1","053329-D","UNL370","Low water",1,"E1_UNL370_1",11,110168
"E1","053330-W","UNL370","Control",1,"E1_UNL370_1",12,184484
"E1","053329-D","UNL370","Low water",1,"E1_UNL370_1",12,128855
"E1","053330-W","UNL370","Control",1,"E1_UNL370_1",13,227091
"E1","053329-D","UNL370","Low water",1,"E1_UNL370_1",13,144591
"E1","053330-W","UNL370","Control",1,"E1_UNL370_1",14,261866
"E1","053329-D","UNL370","Low water",1,"E1_UNL370_1",14,161408
"E1","053330-W","UNL370","Control",1,"E1_UNL370_1",15,300738
"E1","053329-D","UNL370","Low water",1,"E1_UNL370_1",15,175000
"E1","053330-W","UNL370","Control",1,"E1_UNL370_1",16,354816
"E1","053329-D","UNL370","Low water",1,"E1_UNL370_1",16,185695
"E1","053330-W","UNL370","Control",1,"E1_UNL370_1",17,416319
"E1","053329-D","UNL370","Low water",1,"E1_UNL370_1",17,187487
"E1","053330-W","UNL370","Control",1,"E1_UNL370_1",18,478259
"E1","053329-D","UNL370","Low water",1,"E1_UNL370_1",18,193579
"E1","053330-W","UNL370","Control",1,"E1_UNL370_1",19,570919
"E1","053329-D","UNL370","Low water",1,"E1_UNL370_1",19,189025
"E1","053330-W","UNL370","Control",1,"E1_UNL370_1",20,633899
"E1","053329-D","UNL370","Low water",1,"E1_UNL370_1",20,196652
"E1","053937-D","UNL371","Low water",1,"E1_UNL371_1",0,9276
"E1","053938-W","UNL371","Control",1,"E1_UNL371_1",0,9559
"E1","053937-D","UNL371","Low water",1,"E1_UNL371_1",1,5744
"E1","053938-W","UNL371","Control",1,"E1_UNL371_1",1,11234
"E1","053937-D","UNL371","Low water",1,"E1_UNL371_1",2,6061
"E1","053938-W","UNL371","Control",1,"E1_UNL371_1",2,13374
"E1","053937-D","UNL371","Low water",1,"E1_UNL371_1",3,7352
"E1","053938-W","UNL371","Control",1,"E1_UNL371_1",3,17251
"E1","053937-D","UNL371","Low water",1,"E1_UNL371_1",4,9124
"E1","053938-W","UNL371","Control",1,"E1_UNL371_1",4,17334
"E1","053937-D","UNL371","Low water",1,"E1_UNL371_1",5,9949
"E1","053938-W","UNL371","Control",1,"E1_UNL371_1",5,21179
"E1","053937-D","UNL371","Low water",1,"E1_UNL371_1",6,10948
"E1","053938-W","UNL371","Control",1,"E1_UNL371_1",6,27446
"E1","053937-D","UNL371","Low water",1,"E1_UNL371_1",7,11555
"E1","053938-W","UNL371","Control",1,"E1_UNL371_1",7,37818
"E1","053937-D","UNL371","Low water",1,"E1_UNL371_1",8,13452
"E1","053938-W","UNL371","Control",1,"E1_UNL371_1",8,45389
"E1","053937-D","UNL371","Low water",1,"E1_UNL371_1",9,15798
"E1","053938-W","UNL371","Control",1,"E1_UNL371_1",9,48607
"E1","053937-D","UNL371","Low water",1,"E1_UNL371_1",10,18798
"E1","053938-W","UNL371","Control",1,"E1_UNL371_1",10,59554
"E1","053937-D","UNL371","Low water",1,"E1_UNL371_1",11,22834
"E1","053938-W","UNL371","Control",1,"E1_UNL371_1",11,72715
"E1","053937-D","UNL371","Low water",1,"E1_UNL371_1",12,26237
"E1","053938-W","UNL371","Control",1,"E1_UNL371_1",12,85780
"E1","053937-D","UNL371","Low water",1,"E1_UNL371_1",13,30235
"E1","053938-W","UNL371","Control",1,"E1_UNL371_1",13,93101
"E1","053937-D","UNL371","Low water",1,"E1_UNL371_1",14,34366
"E1","053938-W","UNL371","Control",1,"E1_UNL371_1",14,110157
"E1","053937-D","UNL371","Low water",1,"E1_UNL371_1",15,38247
"E1","053938-W","UNL371","Control",1,"E1_UNL371_1",15,140484
"E1","053937-D","UNL371","Low water",1,"E1_UNL371_1",16,39601
"E1","053938-W","UNL371","Control",1,"E1_UNL371_1",16,160437
"E1","053937-D","UNL371","Low water",1,"E1_UNL371_1",17,46293
"E1","053938-W","UNL371","Control",1,"E1_UNL371_1",17,165245
"E1","053937-D","UNL371","Low water",1,"E1_UNL371_1",18,48295
"E1","053938-W","UNL371","Control",1,"E1_UNL371_1",18,185393
"E1","053937-D","UNL371","Low water",1,"E1_UNL371_1",19,50225
"E1","053938-W","UNL371","Control",1,"E1_UNL371_1",19,191810
"E1","053937-D","UNL371","Low water",1,"E1_UNL371_1",20,53855
"E1","053938-W","UNL371","Control",1,"E1_UNL371_1",20,216541
"E1","053840-D","UNL372","Low water",1,"E1_UNL372_1",0,13771
"E1","053841-W","UNL372","Control",1,"E1_UNL372_1",0,12111
"E1","053840-D","UNL372","Low water",1,"E1_UNL372_1",1,18231
"E1","053841-W","UNL372","Control",1,"E1_UNL372_1",1,16436
"E1","053840-D","UNL372","Low water",1,"E1_UNL372_1",2,21044
"E1","053841-W","UNL372","Control",1,"E1_UNL372_1",2,19491
"E1","053840-D","UNL372","Low water",1,"E1_UNL372_1",3,29116
"E1","053841-W","UNL372","Control",1,"E1_UNL372_1",3,26324
"E1","053840-D","UNL372","Low water",1,"E1_UNL372_1",4,35978
"E1","053841-W","UNL372","Control",1,"E1_UNL372_1",4,33455
"E1","053840-D","UNL372","Low water",1,"E1_UNL372_1",5,41417
"E1","053841-W","UNL372","Control",1,"E1_UNL372_1",5,40541
"E1","053840-D","UNL372","Low water",1,"E1_UNL372_1",6,46859
"E1","053841-W","UNL372","Control",1,"E1_UNL372_1",6,50694
"E1","053840-D","UNL372","Low water",1,"E1_UNL372_1",7,56011
"E1","053841-W","UNL372","Control",1,"E1_UNL372_1",7,65093
"E1","053840-D","UNL372","Low water",1,"E1_UNL372_1",8,70288
"E1","053841-W","UNL372","Control",1,"E1_UNL372_1",8,78259
"E1","053840-D","UNL372","Low water",1,"E1_UNL372_1",9,81198
"E1","053841-W","UNL372","Control",1,"E1_UNL372_1",9,89284
"E1","053840-D","UNL372","Low water",1,"E1_UNL372_1",10,88601
"E1","053841-W","UNL372","Control",1,"E1_UNL372_1",10,115874
"E1","053840-D","UNL372","Low water",1,"E1_UNL372_1",11,93351
"E1","053841-W","UNL372","Control",1,"E1_UNL372_1",11,142161
"E1","053840-D","UNL372","Low water",1,"E1_UNL372_1",12,93844
"E1","053841-W","UNL372","Control",1,"E1_UNL372_1",12,164098
"E1","053840-D","UNL372","Low water",1,"E1_UNL372_1",13,95840
"E1","053841-W","UNL372","Control",1,"E1_UNL372_1",13,184598
"E1","053840-D","UNL372","Low water",1,"E1_UNL372_1",14,103558
"E1","053841-W","UNL372","Control",1,"E1_UNL372_1",14,210557
"E1","053840-D","UNL372","Low water",1,"E1_UNL372_1",15,115002
"E1","053841-W","UNL372","Control",1,"E1_UNL372_1",15,263526
"E1","053840-D","UNL372","Low water",1,"E1_UNL372_1",16,120153
"E1","053841-W","UNL372","Control",1,"E1_UNL372_1",16,312211
"E1","053840-D","UNL372","Low water",1,"E1_UNL372_1",17,119615
"E1","053841-W","UNL372","Control",1,"E1_UNL372_1",17,363762
"E1","053840-D","UNL372","Low water",1,"E1_UNL372_1",18,127138
"E1","053841-W","UNL372","Control",1,"E1_UNL372_1",18,414503
"E1","053840-D","UNL372","Low water",1,"E1_UNL372_1",19,122896
"E1","053841-W","UNL372","Control",1,"E1_UNL372_1",19,461904
"E1","053840-D","UNL372","Low water",1,"E1_UNL372_1",20,133085
"E1","053841-W","UNL372","Control",1,"E1_UNL372_1",20,538411
"E1","053406-D","UNL373","Low water",1,"E1_UNL373_1",0,12350
"E1","053407-W","UNL373","Control",1,"E1_UNL373_1",0,11842
"E1","053406-D","UNL373","Low water",1,"E1_UNL373_1",1,15381
"E1","053407-W","UNL373","Control",1,"E1_UNL373_1",1,14706
"E1","053406-D","UNL373","Low water",1,"E1_UNL373_1",2,20341
"E1","053407-W","UNL373","Control",1,"E1_UNL373_1",2,20695
"E1","053406-D","UNL373","Low water",1,"E1_UNL373_1",3,26061
"E1","053407-W","UNL373","Control",1,"E1_UNL373_1",3,26186
"E1","053406-D","UNL373","Low water",1,"E1_UNL373_1",4,32263
"E1","053407-W","UNL373","Control",1,"E1_UNL373_1",4,32232
"E1","053406-D","UNL373","Low water",1,"E1_UNL373_1",5,42668
"E1","053407-W","UNL373","Control",1,"E1_UNL373_1",5,40019
"E1","053406-D","UNL373","Low water",1,"E1_UNL373_1",6,54444
"E1","053407-W","UNL373","Control",1,"E1_UNL373_1",6,50331
"E1","053406-D","UNL373","Low water",1,"E1_UNL373_1",7,65216
"E1","053407-W","UNL373","Control",1,"E1_UNL373_1",7,60440
"E1","053406-D","UNL373","Low water",1,"E1_UNL373_1",8,79203
"E1","053407-W","UNL373","Control",1,"E1_UNL373_1",8,77831
"E1","053406-D","UNL373","Low water",1,"E1_UNL373_1",9,100388
"E1","053407-W","UNL373","Control",1,"E1_UNL373_1",9,97244
"E1","053406-D","UNL373","Low water",1,"E1_UNL373_1",10,127057
"E1","053407-W","UNL373","Control",1,"E1_UNL373_1",10,117325
"E1","053406-D","UNL373","Low water",1,"E1_UNL373_1",11,147220
"E1","053407-W","UNL373","Control",1,"E1_UNL373_1",11,137476
"E1","053406-D","UNL373","Low water",1,"E1_UNL373_1",12,166149
"E1","053407-W","UNL373","Control",1,"E1_UNL373_1",12,163108
"E1","053406-D","UNL373","Low water",1,"E1_UNL373_1",13,198144
"E1","053407-W","UNL373","Control",1,"E1_UNL373_1",13,188587
"E1","053406-D","UNL373","Low water",1,"E1_UNL373_1",14,222569
"E1","053407-W","UNL373","Control",1,"E1_UNL373_1",14,221573
"E1","053406-D","UNL373","Low water",1,"E1_UNL373_1",15,260602
"E1","053407-W","UNL373","Control",1,"E1_UNL373_1",15,276724
"E1","053406-D","UNL373","Low water",1,"E1_UNL373_1",16,278976
"E1","053407-W","UNL373","Control",1,"E1_UNL373_1",16,298452
"E1","053406-D","UNL373","Low water",1,"E1_UNL373_1",17,314800
"E1","053407-W","UNL373","Control",1,"E1_UNL373_1",17,354042
"E1","053406-D","UNL373","Low water",1,"E1_UNL373_1",18,348018
"E1","053407-W","UNL373","Control",1,"E1_UNL373_1",18,422533
"E1","053406-D","UNL373","Low water",1,"E1_UNL373_1",19,370014
"E1","053407-W","UNL373","Control",1,"E1_UNL373_1",19,495380
"E1","053406-D","UNL373","Low water",1,"E1_UNL373_1",20,370690
"E1","053407-W","UNL373","Control",1,"E1_UNL373_1",20,579850
"E1","054139-D","UNL374","Low water",1,"E1_UNL374_1",0,18270
"E1","054140-W","UNL374","Control",1,"E1_UNL374_1",0,17978
"E1","054139-D","UNL374","Low water",1,"E1_UNL374_1",1,26252
"E1","054140-W","UNL374","Control",1,"E1_UNL374_1",1,25033
"E1","054139-D","UNL374","Low water",1,"E1_UNL374_1",2,31277
"E1","054140-W","UNL374","Control",1,"E1_UNL374_1",2,30861
"E1","054139-D","UNL374","Low water",1,"E1_UNL374_1",3,39992
"E1","054140-W","UNL374","Control",1,"E1_UNL374_1",3,39877
"E1","054139-D","UNL374","Low water",1,"E1_UNL374_1",4,52337
"E1","054140-W","UNL374","Control",1,"E1_UNL374_1",4,52399
"E1","054139-D","UNL374","Low water",1,"E1_UNL374_1",5,63952
"E1","054140-W","UNL374","Control",1,"E1_UNL374_1",5,63934
"E1","054139-D","UNL374","Low water",1,"E1_UNL374_1",6,72113
"E1","054140-W","UNL374","Control",1,"E1_UNL374_1",6,79222
"E1","054139-D","UNL374","Low water",1,"E1_UNL374_1",7,86544
"E1","054140-W","UNL374","Control",1,"E1_UNL374_1",7,102487
"E1","054139-D","UNL374","Low water",1,"E1_UNL374_1",8,106258
"E1","054140-W","UNL374","Control",1,"E1_UNL374_1",8,124351
"E1","054139-D","UNL374","Low water",1,"E1_UNL374_1",9,124213
"E1","054140-W","UNL374","Control",1,"E1_UNL374_1",9,146459
"E1","054139-D","UNL374","Low water",1,"E1_UNL374_1",10,136000
"E1","054140-W","UNL374","Control",1,"E1_UNL374_1",10,169238
"E1","054139-D","UNL374","Low water",1,"E1_UNL374_1",11,144018
"E1","054140-W","UNL374","Control",1,"E1_UNL374_1",11,207386
"E1","054139-D","UNL374","Low water",1,"E1_UNL374_1",12,147539
"E1","054140-W","UNL374","Control",1,"E1_UNL374_1",12,241178
"E1","054139-D","UNL374","Low water",1,"E1_UNL374_1",13,151626
"E1","054140-W","UNL374","Control",1,"E1_UNL374_1",13,279083
"E1","054139-D","UNL374","Low water",1,"E1_UNL374_1",14,160879
"E1","054140-W","UNL374","Control",1,"E1_UNL374_1",14,329707
"E1","054139-D","UNL374","Low water",1,"E1_UNL374_1",15,161456
"E1","054140-W","UNL374","Control",1,"E1_UNL374_1",15,400553
"E1","054139-D","UNL374","Low water",1,"E1_UNL374_1",16,166960
"E1","054140-W","UNL374","Control",1,"E1_UNL374_1",16,449171
"E1","054139-D","UNL374","Low water",1,"E1_UNL374_1",17,178256
"E1","054140-W","UNL374","Control",1,"E1_UNL374_1",17,521101
"E1","054139-D","UNL374","Low water",1,"E1_UNL374_1",18,190985
"E1","054140-W","UNL374","Control",1,"E1_UNL374_1",18,609068
"E1","054139-D","UNL374","Low water",1,"E1_UNL374_1",19,209213
"E1","054140-W","UNL374","Control",1,"E1_UNL374_1",19,698090
"E1","054139-D","UNL374","Low water",1,"E1_UNL374_1",20,247328
"E1","054140-W","UNL374","Control",1,"E1_UNL374_1",20,796491
"E1","053769-D","UNL376","Low water",1,"E1_UNL376_1",0,12165
"E1","053770-W","UNL376","Control",1,"E1_UNL376_1",0,11275
"E1","053769-D","UNL376","Low water",1,"E1_UNL376_1",1,14776
"E1","053770-W","UNL376","Control",1,"E1_UNL376_1",1,15627
"E1","053769-D","UNL376","Low water",1,"E1_UNL376_1",2,18656
"E1","053770-W","UNL376","Control",1,"E1_UNL376_1",2,23509
"E1","053769-D","UNL376","Low water",1,"E1_UNL376_1",3,24124
"E1","053770-W","UNL376","Control",1,"E1_UNL376_1",3,32217
"E1","053769-D","UNL376","Low water",1,"E1_UNL376_1",4,28962
"E1","053770-W","UNL376","Control",1,"E1_UNL376_1",4,36465
"E1","053769-D","UNL376","Low water",1,"E1_UNL376_1",5,36848
"E1","053770-W","UNL376","Control",1,"E1_UNL376_1",5,48093
"E1","053769-D","UNL376","Low water",1,"E1_UNL376_1",6,47953
"E1","053770-W","UNL376","Control",1,"E1_UNL376_1",6,65285
"E1","053769-D","UNL376","Low water",1,"E1_UNL376_1",7,56240
"E1","053770-W","UNL376","Control",1,"E1_UNL376_1",7,74475
"E1","053769-D","UNL376","Low water",1,"E1_UNL376_1",8,64511
"E1","053770-W","UNL376","Control",1,"E1_UNL376_1",8,95447
"E1","053769-D","UNL376","Low water",1,"E1_UNL376_1",9,76282
"E1","053770-W","UNL376","Control",1,"E1_UNL376_1",9,121437
"E1","053769-D","UNL376","Low water",1,"E1_UNL376_1",10,82220
"E1","053770-W","UNL376","Control",1,"E1_UNL376_1",10,145299
"E1","053769-D","UNL376","Low water",1,"E1_UNL376_1",11,89872
"E1","053770-W","UNL376","Control",1,"E1_UNL376_1",11,163035
"E1","053769-D","UNL376","Low water",1,"E1_UNL376_1",12,95933
"E1","053770-W","UNL376","Control",1,"E1_UNL376_1",12,195709
"E1","053769-D","UNL376","Low water",1,"E1_UNL376_1",13,98454
"E1","053770-W","UNL376","Control",1,"E1_UNL376_1",13,227085
"E1","053769-D","UNL376","Low water",1,"E1_UNL376_1",14,99831
"E1","053770-W","UNL376","Control",1,"E1_UNL376_1",14,262827
"E1","053769-D","UNL376","Low water",1,"E1_UNL376_1",15,102141
"E1","053770-W","UNL376","Control",1,"E1_UNL376_1",15,314628
"E1","053769-D","UNL376","Low water",1,"E1_UNL376_1",16,101999
"E1","053770-W","UNL376","Control",1,"E1_UNL376_1",16,349240
"E1","053769-D","UNL376","Low water",1,"E1_UNL376_1",17,102446
"E1","053770-W","UNL376","Control",1,"E1_UNL376_1",17,394343
"E1","053769-D","UNL376","Low water",1,"E1_UNL376_1",18,109091
"E1","053770-W","UNL376","Control",1,"E1_UNL376_1",18,451224
"E1","053769-D","UNL376","Low water",1,"E1_UNL376_1",19,116928
"E1","053770-W","UNL376","Control",1,"E1_UNL376_1",19,503886
"E1","053769-D","UNL376","Low water",1,"E1_UNL376_1",20,134057
"E1","053770-W","UNL376","Control",1,"E1_UNL376_1",20,575816
"E1","053654-D","UNL377","Low water",1,"E1_UNL377_1",0,13529
"E1","053655-W","UNL377","Control",1,"E1_UNL377_1",0,11940
"E1","053654-D","UNL377","Low water",1,"E1_UNL377_1",1,18947
"E1","053655-W","UNL377","Control",1,"E1_UNL377_1",1,16480
"E1","053654-D","UNL377","Low water",1,"E1_UNL377_1",2,23044
"E1","053655-W","UNL377","Control",1,"E1_UNL377_1",2,18295
"E1","053654-D","UNL377","Low water",1,"E1_UNL377_1",3,29227
