"Exp","Snapshot.ID.Tag","Genotype.ID","Watering.Regime","Replicate","Key","DayOfImaging","Projected.Shoot.Area"
"E1","053941-W","UNL001","Control",2,"E1_UNL001_2",0,10759
"E1","053942-D","UNL001","Low water",2,"E1_UNL001_2",0,14873
"E1","053941-W","UNL001","Control",2,"E1_UNL001_2",1,15563
"E1","053942-D","UNL001","Low water",2,"E1_UNL001_2",1,19961
"E1","053941-W","UNL001","Control",2,"E1_UNL001_2",2,18950
"E1","053942-D","UNL001","Low water",2,"E1_UNL001_2",2,24605
"E1","053941-W","UNL001","Control",2,"E1_UNL001_2",3,26152
"E1","053942-D","UNL001","Low water",2,"E1_UNL001_2",3,34182
"E1","053941-W","UNL001","Control",2,"E1_UNL001_2",4,29726
"E1","053942-D","UNL001","Low water",2,"E1_UNL001_2",4,39645
"E1","053941-W","UNL001","Control",2,"E1_UNL001_2",5,40516
"E1","053942-D","UNL001","Low water",2,"E1_UNL001_2",5,47242
"E1","053941-W","UNL001","Control",2,"E1_UNL001_2",6,51657
"E1","053942-D","UNL001","Low water",2,"E1_UNL001_2",6,59121
"E1","053941-W","UNL001","Control",2,"E1_UNL001_2",7,61720
"E1","053942-D","UNL001","Low water",2,"E1_UNL001_2",7,74526
"E1","053941-W","UNL001","Control",2,"E1_UNL001_2",8,77598
"E1","053942-D","UNL001","Low water",2,"E1_UNL001_2",8,83956
"E1","053941-W","UNL001","Control",2,"E1_UNL001_2",9,93043
"E1","053942-D","UNL001","Low water",2,"E1_UNL001_2",9,91417
"E1","053941-W","UNL001","Control",2,"E1_UNL001_2",10,110099
"E1","053942-D","UNL001","Low water",2,"E1_UNL001_2",10,104852
"E1","053941-W","UNL001","Control",2,"E1_UNL001_2",11,130142
"E1","053942-D","UNL001","Low water",2,"E1_UNL001_2",11,110574
"E1","053941-W","UNL001","Control",2,"E1_UNL001_2",12,154070
"E1","053942-D","UNL001","Low water",2,"E1_UNL001_2",12,117248
"E1","053941-W","UNL001","Control",2,"E1_UNL001_2",13,189029
"E1","053942-D","UNL001","Low water",2,"E1_UNL001_2",13,126053
"E1","053941-W","UNL001","Control",2,"E1_UNL001_2",14,212751
"E1","053942-D","UNL001","Low water",2,"E1_UNL001_2",14,130068
"E1","053941-W","UNL001","Control",2,"E1_UNL001_2",15,255330
"E1","053942-D","UNL001","Low water",2,"E1_UNL001_2",15,139360
"E1","053941-W","UNL001","Control",2,"E1_UNL001_2",16,296417
"E1","053942-D","UNL001","Low water",2,"E1_UNL001_2",16,145982
"E1","053941-W","UNL001","Control",2,"E1_UNL001_2",17,337590
"E1","053942-D","UNL001","Low water",2,"E1_UNL001_2",17,149615
"E1","053941-W","UNL001","Control",2,"E1_UNL001_2",18,395812
"E1","053942-D","UNL001","Low water",2,"E1_UNL001_2",18,167998
"E1","053941-W","UNL001","Control",2,"E1_UNL001_2",19,430587
"E1","053942-D","UNL001","Low water",2,"E1_UNL001_2",19,171528
"E1","053941-W","UNL001","Control",2,"E1_UNL001_2",20,483030
"E1","053942-D","UNL001","Low water",2,"E1_UNL001_2",20,204550
"E1","053878-D","UNL002","Low water",1,"E1_UNL002_1",0,13945
"E1","053879-W","UNL002","Control",1,"E1_UNL002_1",0,13600
"E1","053878-D","UNL002","Low water",1,"E1_UNL002_1",1,17025
"E1","053879-W","UNL002","Control",1,"E1_UNL002_1",1,21959
"E1","053878-D","UNL002","Low water",1,"E1_UNL002_1",2,23940
"E1","053879-W","UNL002","Control",1,"E1_UNL002_1",2,28396
"E1","053878-D","UNL002","Low water",1,"E1_UNL002_1",3,27909
"E1","053879-W","UNL002","Control",1,"E1_UNL002_1",3,34438
"E1","053878-D","UNL002","Low water",1,"E1_UNL002_1",4,33153
"E1","053879-W","UNL002","Control",1,"E1_UNL002_1",4,42853
"E1","053878-D","UNL002","Low water",1,"E1_UNL002_1",5,44781
"E1","053879-W","UNL002","Control",1,"E1_UNL002_1",5,47967
"E1","053878-D","UNL002","Low water",1,"E1_UNL002_1",6,55355
"E1","053879-W","UNL002","Control",1,"E1_UNL002_1",6,63317
"E1","053878-D","UNL002","Low water",1,"E1_UNL002_1",7,61233
"E1","053879-W","UNL002","Control",1,"E1_UNL002_1",7,81725
"E1","053878-D","UNL002","Low water",1,"E1_UNL002_1",8,75219
"E1","053879-W","UNL002","Control",1,"E1_UNL002_1",8,101263
"E1","053878-D","UNL002","Low water",1,"E1_UNL002_1",9,83034
"E1","053879-W","UNL002","Control",1,"E1_UNL002_1",9,115377
"E1","053878-D","UNL002","Low water",1,"E1_UNL002_1",10,92613
"E1","053879-W","UNL002","Control",1,"E1_UNL002_1",10,133461
"E1","053878-D","UNL002","Low water",1,"E1_UNL002_1",11,100905
"E1","053879-W","UNL002","Control",1,"E1_UNL002_1",11,162504
"E1","053878-D","UNL002","Low water",1,"E1_UNL002_1",12,109847
"E1","053879-W","UNL002","Control",1,"E1_UNL002_1",12,212034
"E1","053878-D","UNL002","Low water",1,"E1_UNL002_1",13,119193
"E1","053879-W","UNL002","Control",1,"E1_UNL002_1",13,255834
"E1","053878-D","UNL002","Low water",1,"E1_UNL002_1",14,128969
"E1","053879-W","UNL002","Control",1,"E1_UNL002_1",14,284224
"E1","053878-D","UNL002","Low water",1,"E1_UNL002_1",15,135855
"E1","053879-W","UNL002","Control",1,"E1_UNL002_1",15,338728
"E1","053878-D","UNL002","Low water",1,"E1_UNL002_1",16,134973
"E1","053879-W","UNL002","Control",1,"E1_UNL002_1",16,370303
"E1","053878-D","UNL002","Low water",1,"E1_UNL002_1",17,134497
"E1","053879-W","UNL002","Control",1,"E1_UNL002_1",17,438141
"E1","053878-D","UNL002","Low water",1,"E1_UNL002_1",18,136740
"E1","053879-W","UNL002","Control",1,"E1_UNL002_1",18,508490
"E1","053878-D","UNL002","Low water",1,"E1_UNL002_1",19,140037
"E1","053879-W","UNL002","Control",1,"E1_UNL002_1",19,559521
"E1","053878-D","UNL002","Low water",1,"E1_UNL002_1",20,160084
"E1","053879-W","UNL002","Control",1,"E1_UNL002_1",20,691364
"E1","053709-D","UNL003","Low water",1,"E1_UNL003_1",0,13324
"E1","053710-W","UNL003","Control",1,"E1_UNL003_1",0,13593
"E1","054015-W","UNL003","Control",2,"E1_UNL003_2",0,20459
"E1","054016-D","UNL003","Low water",2,"E1_UNL003_2",0,17049
"E1","053709-D","UNL003","Low water",1,"E1_UNL003_1",1,17827
"E1","053710-W","UNL003","Control",1,"E1_UNL003_1",1,18135
"E1","054015-W","UNL003","Control",2,"E1_UNL003_2",1,26691
"E1","054016-D","UNL003","Low water",2,"E1_UNL003_2",1,21402
"E1","053709-D","UNL003","Low water",1,"E1_UNL003_1",2,21327
"E1","053710-W","UNL003","Control",1,"E1_UNL003_1",2,23029
"E1","054015-W","UNL003","Control",2,"E1_UNL003_2",2,34675
"E1","054016-D","UNL003","Low water",2,"E1_UNL003_2",2,27226
"E1","053709-D","UNL003","Low water",1,"E1_UNL003_1",3,26482
"E1","053710-W","UNL003","Control",1,"E1_UNL003_1",3,31010
"E1","054015-W","UNL003","Control",2,"E1_UNL003_2",3,45870
"E1","054016-D","UNL003","Low water",2,"E1_UNL003_2",3,36956
"E1","053709-D","UNL003","Low water",1,"E1_UNL003_1",4,32137
"E1","053710-W","UNL003","Control",1,"E1_UNL003_1",4,37470
"E1","054015-W","UNL003","Control",2,"E1_UNL003_2",4,60443
"E1","054016-D","UNL003","Low water",2,"E1_UNL003_2",4,45701
"E1","053709-D","UNL003","Low water",1,"E1_UNL003_1",5,41500
"E1","053710-W","UNL003","Control",1,"E1_UNL003_1",5,47619
"E1","054015-W","UNL003","Control",2,"E1_UNL003_2",5,77846
"E1","054016-D","UNL003","Low water",2,"E1_UNL003_2",5,58107
"E1","053709-D","UNL003","Low water",1,"E1_UNL003_1",6,52644
"E1","053710-W","UNL003","Control",1,"E1_UNL003_1",6,60107
"E1","054015-W","UNL003","Control",2,"E1_UNL003_2",6,98930
"E1","054016-D","UNL003","Low water",2,"E1_UNL003_2",6,71602
"E1","053709-D","UNL003","Low water",1,"E1_UNL003_1",7,60920
"E1","053710-W","UNL003","Control",1,"E1_UNL003_1",7,72074
"E1","054015-W","UNL003","Control",2,"E1_UNL003_2",7,127649
"E1","054016-D","UNL003","Low water",2,"E1_UNL003_2",7,87089
"E1","053709-D","UNL003","Low water",1,"E1_UNL003_1",8,76342
"E1","053710-W","UNL003","Control",1,"E1_UNL003_1",8,95813
"E1","054015-W","UNL003","Control",2,"E1_UNL003_2",8,161702
"E1","054016-D","UNL003","Low water",2,"E1_UNL003_2",8,106675
"E1","053709-D","UNL003","Low water",1,"E1_UNL003_1",9,87663
"E1","053710-W","UNL003","Control",1,"E1_UNL003_1",9,120323
"E1","054015-W","UNL003","Control",2,"E1_UNL003_2",9,198961
"E1","054016-D","UNL003","Low water",2,"E1_UNL003_2",9,118910
"E1","053709-D","UNL003","Low water",1,"E1_UNL003_1",10,103599
"E1","053710-W","UNL003","Control",1,"E1_UNL003_1",10,143612
"E1","054015-W","UNL003","Control",2,"E1_UNL003_2",10,236103
"E1","054016-D","UNL003","Low water",2,"E1_UNL003_2",10,138923
"E1","053709-D","UNL003","Low water",1,"E1_UNL003_1",11,120062
"E1","053710-W","UNL003","Control",1,"E1_UNL003_1",11,171716
"E1","054015-W","UNL003","Control",2,"E1_UNL003_2",11,279615
"E1","054016-D","UNL003","Low water",2,"E1_UNL003_2",11,152133
"E1","053709-D","UNL003","Low water",1,"E1_UNL003_1",12,133691
"E1","053710-W","UNL003","Control",1,"E1_UNL003_1",12,211049
"E1","054015-W","UNL003","Control",2,"E1_UNL003_2",12,324093
"E1","054016-D","UNL003","Low water",2,"E1_UNL003_2",12,161672
"E1","053709-D","UNL003","Low water",1,"E1_UNL003_1",13,154268
"E1","053710-W","UNL003","Control",1,"E1_UNL003_1",13,243123
"E1","054015-W","UNL003","Control",2,"E1_UNL003_2",13,382989
"E1","054016-D","UNL003","Low water",2,"E1_UNL003_2",13,166824
"E1","053709-D","UNL003","Low water",1,"E1_UNL003_1",14,166938
"E1","053710-W","UNL003","Control",1,"E1_UNL003_1",14,293312
"E1","054015-W","UNL003","Control",2,"E1_UNL003_2",14,446570
"E1","054016-D","UNL003","Low water",2,"E1_UNL003_2",14,173109
"E1","053709-D","UNL003","Low water",1,"E1_UNL003_1",15,189027
"E1","053710-W","UNL003","Control",1,"E1_UNL003_1",15,359256
"E1","054015-W","UNL003","Control",2,"E1_UNL003_2",15,524250
"E1","054016-D","UNL003","Low water",2,"E1_UNL003_2",15,173471
"E1","053709-D","UNL003","Low water",1,"E1_UNL003_1",16,199060
"E1","053710-W","UNL003","Control",1,"E1_UNL003_1",16,404131
"E1","054015-W","UNL003","Control",2,"E1_UNL003_2",16,587378
"E1","054016-D","UNL003","Low water",2,"E1_UNL003_2",16,175505
"E1","053709-D","UNL003","Low water",1,"E1_UNL003_1",17,217438
"E1","053710-W","UNL003","Control",1,"E1_UNL003_1",17,468387
"E1","054015-W","UNL003","Control",2,"E1_UNL003_2",17,692379
"E1","054016-D","UNL003","Low water",2,"E1_UNL003_2",17,173528
"E1","053709-D","UNL003","Low water",1,"E1_UNL003_1",18,233476
"E1","053710-W","UNL003","Control",1,"E1_UNL003_1",18,531583
"E1","054015-W","UNL003","Control",2,"E1_UNL003_2",18,786105
"E1","054016-D","UNL003","Low water",2,"E1_UNL003_2",18,172409
"E1","053709-D","UNL003","Low water",1,"E1_UNL003_1",19,244100
"E1","053710-W","UNL003","Control",1,"E1_UNL003_1",19,639324
"E1","054015-W","UNL003","Control",2,"E1_UNL003_2",19,892382
"E1","054016-D","UNL003","Low water",2,"E1_UNL003_2",19,173936
"E1","053709-D","UNL003","Low water",1,"E1_UNL003_1",20,253829
"E1","053710-W","UNL003","Control",1,"E1_UNL003_1",20,724103
"E1","054015-W","UNL003","Control",2,"E1_UNL003_2",20,968059
"E1","054016-D","UNL003","Low water",2,"E1_UNL003_2",20,177668
"E1","053378-W","UNL004","Control",1,"E1_UNL004_1",0,5509
"E1","053379-D","UNL004","Low water",1,"E1_UNL004_1",0,5260
"E1","054064-D","UNL004","Low water",2,"E1_UNL004_2",0,9266
"E1","054065-W","UNL004","Control",2,"E1_UNL004_2",0,9227
"E1","053378-W","UNL004","Control",1,"E1_UNL004_1",1,6976
"E1","053379-D","UNL004","Low water",1,"E1_UNL004_1",1,6495
"E1","054064-D","UNL004","Low water",2,"E1_UNL004_2",1,11017
"E1","054065-W","UNL004","Control",2,"E1_UNL004_2",1,12091
"E1","053378-W","UNL004","Control",1,"E1_UNL004_1",2,7956
"E1","053379-D","UNL004","Low water",1,"E1_UNL004_1",2,8577
"E1","054064-D","UNL004","Low water",2,"E1_UNL004_2",2,14566
"E1","054065-W","UNL004","Control",2,"E1_UNL004_2",2,14273
"E1","053378-W","UNL004","Control",1,"E1_UNL004_1",3,10727
"E1","053379-D","UNL004","Low water",1,"E1_UNL004_1",3,10818
"E1","054064-D","UNL004","Low water",2,"E1_UNL004_2",3,18314
"E1","054065-W","UNL004","Control",2,"E1_UNL004_2",3,20162
"E1","053378-W","UNL004","Control",1,"E1_UNL004_1",4,13514
"E1","053379-D","UNL004","Low water",1,"E1_UNL004_1",4,12796
"E1","054064-D","UNL004","Low water",2,"E1_UNL004_2",4,21297
"E1","054065-W","UNL004","Control",2,"E1_UNL004_2",4,24285
"E1","053378-W","UNL004","Control",1,"E1_UNL004_1",5,16881
"E1","053379-D","UNL004","Low water",1,"E1_UNL004_1",5,16003
"E1","054064-D","UNL004","Low water",2,"E1_UNL004_2",5,22214
"E1","054065-W","UNL004","Control",2,"E1_UNL004_2",5,30557
"E1","053378-W","UNL004","Control",1,"E1_UNL004_1",6,20522
"E1","053379-D","UNL004","Low water",1,"E1_UNL004_1",6,20796
"E1","054064-D","UNL004","Low water",2,"E1_UNL004_2",6,26365
"E1","054065-W","UNL004","Control",2,"E1_UNL004_2",6,38897
"E1","053378-W","UNL004","Control",1,"E1_UNL004_1",7,26092
"E1","053379-D","UNL004","Low water",1,"E1_UNL004_1",7,23856
"E1","054064-D","UNL004","Low water",2,"E1_UNL004_2",7,30991
"E1","054065-W","UNL004","Control",2,"E1_UNL004_2",7,47720
"E1","053378-W","UNL004","Control",1,"E1_UNL004_1",8,34609
"E1","053379-D","UNL004","Low water",1,"E1_UNL004_1",8,28494
"E1","054064-D","UNL004","Low water",2,"E1_UNL004_2",8,36515
"E1","054065-W","UNL004","Control",2,"E1_UNL004_2",8,62203
"E1","053378-W","UNL004","Control",1,"E1_UNL004_1",9,42087
"E1","053379-D","UNL004","Low water",1,"E1_UNL004_1",9,36193
"E1","054064-D","UNL004","Low water",2,"E1_UNL004_2",9,44620
"E1","054065-W","UNL004","Control",2,"E1_UNL004_2",9,74308
"E1","053378-W","UNL004","Control",1,"E1_UNL004_1",10,53269
"E1","053379-D","UNL004","Low water",1,"E1_UNL004_1",10,44076
"E1","054064-D","UNL004","Low water",2,"E1_UNL004_2",10,49179
"E1","054065-W","UNL004","Control",2,"E1_UNL004_2",10,82345
"E1","053378-W","UNL004","Control",1,"E1_UNL004_1",11,63117
"E1","053379-D","UNL004","Low water",1,"E1_UNL004_1",11,51738
"E1","054064-D","UNL004","Low water",2,"E1_UNL004_2",11,55426
"E1","054065-W","UNL004","Control",2,"E1_UNL004_2",11,95359
"E1","053378-W","UNL004","Control",1,"E1_UNL004_1",12,73995
"E1","053379-D","UNL004","Low water",1,"E1_UNL004_1",12,56511
"E1","054064-D","UNL004","Low water",2,"E1_UNL004_2",12,60048
"E1","054065-W","UNL004","Control",2,"E1_UNL004_2",12,118125
"E1","053378-W","UNL004","Control",1,"E1_UNL004_1",13,86700
"E1","053379-D","UNL004","Low water",1,"E1_UNL004_1",13,64798
"E1","054064-D","UNL004","Low water",2,"E1_UNL004_2",13,63488
"E1","054065-W","UNL004","Control",2,"E1_UNL004_2",13,137989
"E1","053378-W","UNL004","Control",1,"E1_UNL004_1",14,100158
"E1","053379-D","UNL004","Low water",1,"E1_UNL004_1",14,72146
"E1","054064-D","UNL004","Low water",2,"E1_UNL004_2",14,69477
"E1","054065-W","UNL004","Control",2,"E1_UNL004_2",14,167887
"E1","053378-W","UNL004","Control",1,"E1_UNL004_1",15,122855
"E1","053379-D","UNL004","Low water",1,"E1_UNL004_1",15,81484
"E1","054064-D","UNL004","Low water",2,"E1_UNL004_2",15,73776
"E1","054065-W","UNL004","Control",2,"E1_UNL004_2",15,197154
"E1","053378-W","UNL004","Control",1,"E1_UNL004_1",16,143408
"E1","053379-D","UNL004","Low water",1,"E1_UNL004_1",16,92368
"E1","054064-D","UNL004","Low water",2,"E1_UNL004_2",16,76239
"E1","054065-W","UNL004","Control",2,"E1_UNL004_2",16,227246
"E1","053378-W","UNL004","Control",1,"E1_UNL004_1",17,167389
"E1","053379-D","UNL004","Low water",1,"E1_UNL004_1",17,94534
"E1","054064-D","UNL004","Low water",2,"E1_UNL004_2",17,78283
"E1","054065-W","UNL004","Control",2,"E1_UNL004_2",17,260317
"E1","053378-W","UNL004","Control",1,"E1_UNL004_1",18,208099
"E1","053379-D","UNL004","Low water",1,"E1_UNL004_1",18,100957
"E1","054064-D","UNL004","Low water",2,"E1_UNL004_2",18,81673
"E1","054065-W","UNL004","Control",2,"E1_UNL004_2",18,303286
"E1","053378-W","UNL004","Control",1,"E1_UNL004_1",19,241111
"E1","053379-D","UNL004","Low water",1,"E1_UNL004_1",19,113358
"E1","054064-D","UNL004","Low water",2,"E1_UNL004_2",19,81724
"E1","054065-W","UNL004","Control",2,"E1_UNL004_2",19,335149
"E1","053378-W","UNL004","Control",1,"E1_UNL004_1",20,288819
"E1","053379-D","UNL004","Low water",1,"E1_UNL004_1",20,119662
"E1","054064-D","UNL004","Low water",2,"E1_UNL004_2",20,84498
"E1","054065-W","UNL004","Control",2,"E1_UNL004_2",20,355881
"E1","053549-W","UNL005","Control",1,"E1_UNL005_1",0,11263
"E1","053550-D","UNL005","Low water",1,"E1_UNL005_1",0,11106
"E1","054005-D","UNL005","Low water",2,"E1_UNL005_2",0,18274
"E1","054006-W","UNL005","Control",2,"E1_UNL005_2",0,20028
"E1","053549-W","UNL005","Control",1,"E1_UNL005_1",1,14284
"E1","053550-D","UNL005","Low water",1,"E1_UNL005_1",1,13469
"E1","054005-D","UNL005","Low water",2,"E1_UNL005_2",1,22585
"E1","054006-W","UNL005","Control",2,"E1_UNL005_2",1,25470
"E1","053549-W","UNL005","Control",1,"E1_UNL005_1",2,18309
"E1","053550-D","UNL005","Low water",1,"E1_UNL005_1",2,17099
"E1","054005-D","UNL005","Low water",2,"E1_UNL005_2",2,26931
"E1","054006-W","UNL005","Control",2,"E1_UNL005_2",2,31961
"E1","053549-W","UNL005","Control",1,"E1_UNL005_1",3,23574
"E1","053550-D","UNL005","Low water",1,"E1_UNL005_1",3,22201
"E1","054005-D","UNL005","Low water",2,"E1_UNL005_2",3,33490
"E1","054006-W","UNL005","Control",2,"E1_UNL005_2",3,42166
"E1","053549-W","UNL005","Control",1,"E1_UNL005_1",4,29116
"E1","053550-D","UNL005","Low water",1,"E1_UNL005_1",4,27215
"E1","054005-D","UNL005","Low water",2,"E1_UNL005_2",4,43052
"E1","054006-W","UNL005","Control",2,"E1_UNL005_2",4,51976
"E1","053549-W","UNL005","Control",1,"E1_UNL005_1",5,38608
"E1","053550-D","UNL005","Low water",1,"E1_UNL005_1",5,35945
"E1","054005-D","UNL005","Low water",2,"E1_UNL005_2",5,50860
"E1","054006-W","UNL005","Control",2,"E1_UNL005_2",5,67074
"E1","053549-W","UNL005","Control",1,"E1_UNL005_1",6,46594
"E1","053550-D","UNL005","Low water",1,"E1_UNL005_1",6,45302
"E1","054005-D","UNL005","Low water",2,"E1_UNL005_2",6,63937
"E1","054006-W","UNL005","Control",2,"E1_UNL005_2",6,80853
"E1","053549-W","UNL005","Control",1,"E1_UNL005_1",7,60697
"E1","053550-D","UNL005","Low water",1,"E1_UNL005_1",7,54193
"E1","054005-D","UNL005","Low water",2,"E1_UNL005_2",7,78304
"E1","054006-W","UNL005","Control",2,"E1_UNL005_2",7,101958
"E1","053549-W","UNL005","Control",1,"E1_UNL005_1",8,83661
"E1","053550-D","UNL005","Low water",1,"E1_UNL005_1",8,73340
"E1","054005-D","UNL005","Low water",2,"E1_UNL005_2",8,92728
"E1","054006-W","UNL005","Control",2,"E1_UNL005_2",8,126381
"E1","053549-W","UNL005","Control",1,"E1_UNL005_1",9,103343
"E1","053550-D","UNL005","Low water",1,"E1_UNL005_1",9,88943
"E1","054005-D","UNL005","Low water",2,"E1_UNL005_2",9,107364
"E1","054006-W","UNL005","Control",2,"E1_UNL005_2",9,152890
"E1","053549-W","UNL005","Control",1,"E1_UNL005_1",10,124078
"E1","053550-D","UNL005","Low water",1,"E1_UNL005_1",10,103251
"E1","054005-D","UNL005","Low water",2,"E1_UNL005_2",10,120820
"E1","054006-W","UNL005","Control",2,"E1_UNL005_2",10,177215
"E1","053549-W","UNL005","Control",1,"E1_UNL005_1",11,154198
"E1","053550-D","UNL005","Low water",1,"E1_UNL005_1",11,117028
"E1","054005-D","UNL005","Low water",2,"E1_UNL005_2",11,138840
"E1","054006-W","UNL005","Control",2,"E1_UNL005_2",11,208903
"E1","053549-W","UNL005","Control",1,"E1_UNL005_1",12,187339
"E1","053550-D","UNL005","Low water",1,"E1_UNL005_1",12,135922
"E1","054005-D","UNL005","Low water",2,"E1_UNL005_2",12,154874
"E1","054006-W","UNL005","Control",2,"E1_UNL005_2",12,255413
"E1","053549-W","UNL005","Control",1,"E1_UNL005_1",13,222626
"E1","053550-D","UNL005","Low water",1,"E1_UNL005_1",13,152061
"E1","054005-D","UNL005","Low water",2,"E1_UNL005_2",13,169177
"E1","054006-W","UNL005","Control",2,"E1_UNL005_2",13,291795
"E1","053549-W","UNL005","Control",1,"E1_UNL005_1",14,248174
"E1","053550-D","UNL005","Low water",1,"E1_UNL005_1",14,160166
"E1","054005-D","UNL005","Low water",2,"E1_UNL005_2",14,188237
"E1","054006-W","UNL005","Control",2,"E1_UNL005_2",14,347099
"E1","053549-W","UNL005","Control",1,"E1_UNL005_1",15,303707
"E1","053550-D","UNL005","Low water",1,"E1_UNL005_1",15,166187
"E1","054005-D","UNL005","Low water",2,"E1_UNL005_2",15,185536
"E1","054006-W","UNL005","Control",2,"E1_UNL005_2",15,392801
"E1","053549-W","UNL005","Control",1,"E1_UNL005_1",16,335270
"E1","053550-D","UNL005","Low water",1,"E1_UNL005_1",16,173188
"E1","054005-D","UNL005","Low water",2,"E1_UNL005_2",16,184206
"E1","054006-W","UNL005","Control",2,"E1_UNL005_2",16,444796
"E1","053549-W","UNL005","Control",1,"E1_UNL005_1",17,400151
"E1","053550-D","UNL005","Low water",1,"E1_UNL005_1",17,178887
"E1","054005-D","UNL005","Low water",2,"E1_UNL005_2",17,173317
"E1","054006-W","UNL005","Control",2,"E1_UNL005_2",17,513652
"E1","053549-W","UNL005","Control",1,"E1_UNL005_1",18,491541
"E1","053550-D","UNL005","Low water",1,"E1_UNL005_1",18,181816
"E1","054005-D","UNL005","Low water",2,"E1_UNL005_2",18,180194
"E1","054006-W","UNL005","Control",2,"E1_UNL005_2",18,580098
"E1","053549-W","UNL005","Control",1,"E1_UNL005_1",19,569713
"E1","053550-D","UNL005","Low water",1,"E1_UNL005_1",19,187956
"E1","054005-D","UNL005","Low water",2,"E1_UNL005_2",19,189240
"E1","054006-W","UNL005","Control",2,"E1_UNL005_2",19,645339
"E1","053549-W","UNL005","Control",1,"E1_UNL005_1",20,647095
"E1","053550-D","UNL005","Low water",1,"E1_UNL005_1",20,198978
"E1","054005-D","UNL005","Low water",2,"E1_UNL005_2",20,209920
"E1","054006-W","UNL005","Control",2,"E1_UNL005_2",20,723962
"E1","053634-D","UNL006","Low water",1,"E1_UNL006_1",0,9114
"E1","053635-W","UNL006","Control",1,"E1_UNL006_1",0,7177
"E1","053959-W","UNL006","Control",2,"E1_UNL006_2",0,11052
"E1","053960-D","UNL006","Low water",2,"E1_UNL006_2",0,7826
"E1","053634-D","UNL006","Low water",1,"E1_UNL006_1",1,11537
"E1","053635-W","UNL006","Control",1,"E1_UNL006_1",1,8978
"E1","053959-W","UNL006","Control",2,"E1_UNL006_2",1,13107
"E1","053960-D","UNL006","Low water",2,"E1_UNL006_2",1,10266
"E1","053634-D","UNL006","Low water",1,"E1_UNL006_1",2,13133
"E1","053635-W","UNL006","Control",1,"E1_UNL006_1",2,10371
"E1","053959-W","UNL006","Control",2,"E1_UNL006_2",2,18256
"E1","053960-D","UNL006","Low water",2,"E1_UNL006_2",2,12690
"E1","053634-D","UNL006","Low water",1,"E1_UNL006_1",3,17401
"E1","053635-W","UNL006","Control",1,"E1_UNL006_1",3,15794
"E1","053959-W","UNL006","Control",2,"E1_UNL006_2",3,22666
"E1","053960-D","UNL006","Low water",2,"E1_UNL006_2",3,15253
"E1","053634-D","UNL006","Low water",1,"E1_UNL006_1",4,21012
"E1","053635-W","UNL006","Control",1,"E1_UNL006_1",4,20634
"E1","053959-W","UNL006","Control",2,"E1_UNL006_2",4,29032
"E1","053960-D","UNL006","Low water",2,"E1_UNL006_2",4,16928
"E1","053634-D","UNL006","Low water",1,"E1_UNL006_1",5,26400
"E1","053635-W","UNL006","Control",1,"E1_UNL006_1",5,24570
"E1","053959-W","UNL006","Control",2,"E1_UNL006_2",5,37299
"E1","053960-D","UNL006","Low water",2,"E1_UNL006_2",5,22693
"E1","053634-D","UNL006","Low water",1,"E1_UNL006_1",6,31716
"E1","053635-W","UNL006","Control",1,"E1_UNL006_1",6,30599
"E1","053959-W","UNL006","Control",2,"E1_UNL006_2",6,44954
"E1","053960-D","UNL006","Low water",2,"E1_UNL006_2",6,28143
"E1","053634-D","UNL006","Low water",1,"E1_UNL006_1",7,38147
"E1","053635-W","UNL006","Control",1,"E1_UNL006_1",7,41785
"E1","053959-W","UNL006","Control",2,"E1_UNL006_2",7,52710
"E1","053960-D","UNL006","Low water",2,"E1_UNL006_2",7,32751
"E1","053634-D","UNL006","Low water",1,"E1_UNL006_1",8,51258
"E1","053635-W","UNL006","Control",1,"E1_UNL006_1",8,58731
"E1","053959-W","UNL006","Control",2,"E1_UNL006_2",8,64724
"E1","053960-D","UNL006","Low water",2,"E1_UNL006_2",8,38959
"E1","053634-D","UNL006","Low water",1,"E1_UNL006_1",9,60610
"E1","053635-W","UNL006","Control",1,"E1_UNL006_1",9,69119
"E1","053959-W","UNL006","Control",2,"E1_UNL006_2",9,84274
"E1","053960-D","UNL006","Low water",2,"E1_UNL006_2",9,45620
"E1","053634-D","UNL006","Low water",1,"E1_UNL006_1",10,73155
"E1","053635-W","UNL006","Control",1,"E1_UNL006_1",10,86765
"E1","053959-W","UNL006","Control",2,"E1_UNL006_2",10,104994
"E1","053960-D","UNL006","Low water",2,"E1_UNL006_2",10,50539
"E1","053634-D","UNL006","Low water",1,"E1_UNL006_1",11,86921
"E1","053635-W","UNL006","Control",1,"E1_UNL006_1",11,108224
"E1","053959-W","UNL006","Control",2,"E1_UNL006_2",11,119343
"E1","053960-D","UNL006","Low water",2,"E1_UNL006_2",11,57005
"E1","053634-D","UNL006","Low water",1,"E1_UNL006_1",12,102203
"E1","053635-W","UNL006","Control",1,"E1_UNL006_1",12,122884
"E1","053959-W","UNL006","Control",2,"E1_UNL006_2",12,142061
"E1","053960-D","UNL006","Low water",2,"E1_UNL006_2",12,64211
"E1","053634-D","UNL006","Low water",1,"E1_UNL006_1",13,110168
"E1","053635-W","UNL006","Control",1,"E1_UNL006_1",13,147489
"E1","053959-W","UNL006","Control",2,"E1_UNL006_2",13,168487
"E1","053960-D","UNL006","Low water",2,"E1_UNL006_2",13,71088
