"Exp","Genotype.ID","Replicate","Key","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"E1","UNL001",1,"E1_UNL001_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E1","UNL001",2,"E1_UNL001_2",-5.57484535933799,-4.59560842617662,-3.23446423792416,-3.68921127728428,1.51957013583131,-0.285972276307584,-2.00799726465104,1.37931750889705,1.6008001803951,0.516985020411911,1.46271339089632,1.27019336559079,1.21835492981121,1.12186513305844,1.05101833099863,1.03487820841457,1.05114461639307,0.811863212733796,1.01010318918142,0.457849400994186,NA,NA,NA
"E1","UNL002",1,"E1_UNL002_1",59.5545325877754,-0.919533008004265,3.36519657264352,2.63025732956252,-6.54079151568773,1.34322164971948,2.57472690464125,0.965171234928181,1.38205715663196,1.1452661949562,1.46266939605786,1.44349661589212,1.28103278777583,0.885412711426478,1.17455637649047,1.23367747897393,1.15285400421601,1.14865339354836,1.05158916304152,1.04835356907489,NA,NA,NA
"E1","UNL003",1,"E1_UNL003_1",0.809720175966513,3.52713225728443,3.47301535535124,0.869800153859339,0.397688075849523,0.464620238483765,1.16666309491704,1.18997900457596,1.66637624510149,0.768847749111219,0.847951028899472,1.15114514658291,0.583748951050468,1.00951818733449,0.894076995523518,0.957886397527877,0.8231358266592,0.885375177778996,1.01336665148971,1.09446277931649,NA,NA,NA
"E1","UNL003",2,"E1_UNL003_2",28.432615963644,3.35008756546845,1.28352810744801,2.79142970656888,1.47444475588637,1.55390079906027,1.74278127241495,1.44297272117595,2.07984057121572,1.12303514060889,1.4256432661666,1.3837309871086,1.48606872067283,1.21693781083758,1.33814287742806,1.19396589469527,1.15286001906889,1.18647043468662,1.108069745119,1.17537188779622,NA,NA,NA
"E1","UNL004",1,"E1_UNL004_1",14.9133549561053,NA,1.87599294406516,2.02613169667086,0.244017032962306,-1.36591459289487,1.70453228775459,1.54692105376372,-0.0915190117422376,0.718438255735504,0.454412988913253,0.9886055861948,0.566298940163099,0.613101137467053,0.791291652658652,0.580392416529237,1.04874195556404,0.999286313812422,0.701907008468394,1.07297518724738,NA,NA,NA
"E1","UNL004",2,"E1_UNL004_2",36.647101782284,-7.75776651151064,3.56588201705698,1.92995700624484,4.38426403974487,2.16838330295211,1.79932409567002,2.10104823971715,1.02329230067745,1.05380979633549,1.06447138952658,1.40388893811346,1.34650179440087,1.07991782599807,1.14692928071643,1.13273808994889,1.08161617357492,1.09287659399597,1.12242327079264,1.070915875428,NA,NA,NA
"E1","UNL005",1,"E1_UNL005_1",20.5396317047322,1.21521786904377,0.303655453788723,0.665002868842502,0.412230876453772,-0.741139386490717,1.39791127260475,0.564559395870424,0.641784149343035,0.754798246168996,1.11077330072005,0.757258683190389,0.883697015070855,0.922010164553992,1.1986445810619,0.960065454460658,1.05160542291827,1.14845695323289,1.03592091611344,1.06024203062109,NA,NA,NA
"E1","UNL005",2,"E1_UNL005_2",19.5984421422192,4.09202825123902,3.5042534697983,0.176456959306953,2.47942732538415,0.21994351263299,1.20762572549394,1.39056910707103,1.38698457625094,1.08808634963437,0.882996047888004,1.15424518551144,0.988297135601277,0.885015778212806,1.34437859577419,1.23369282394901,1.15285425547041,1.06368496841669,0.968343447868694,0.911150159615193,NA,NA,NA
"E1","UNL006",1,"E1_UNL006_1",NA,-1.80454558570236,2.08897978124106,1.77240366345198,-1.89432635952885,0.510547308140378,1.60791250259042,0.768658057669058,0.308839132135391,0.703940043727357,0.733896593254318,-0.0747382390079255,1.10134823280359,0.702885927859008,0.772687620312219,1.04238311866965,0.88139705946254,0.908493025440116,0.996224097698645,0.857337281924833,NA,NA,NA
