"V1","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"NSFTV_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NSFTV_770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NSFTV_28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NSFTV_80",0.958428899082569,0.772476737983761,0.771206081394271,0.813531292492007,0.848240725999045,0.818050725252354,0.72551724137931,0.729043776583641,0.75535355040608,0.676462493119151,0.599855016335488,0.558543155717538,0.541894481709036,0.449209841277155,0.416387679119881,0.387227324554259,0.339031184429491,0.260117243835648,0.227700157816983,0.244897912972989,0.213267399759982,0.23857262181962,0.187328456696607,NA
"NSFTV_87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NSFTV_96",1.06350572239911,1.13112027193173,1.1322039621792,1.10163877266388,1.03007921625655,0.998477683487724,1.15280338358096,0.9860184684414,0.84144376899696,0.79693827960473,0.711800536342701,0.684231287597383,0.628969251861906,0.547612426275478,0.412120833253188,0.358688253597822,0.267155642285176,0.184945036934375,0.15753603515648,0.136862517583666,0.121206561788133,0.124869512254467,0.109432731426468,NA
"NSFTV_100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NSFTV_114",0.948655477350659,0.788016776512882,0.840779028982832,0.950622100836693,0.973073784823406,0.969110324947589,0.997465285430902,1.08459506031017,0.886001181334908,0.777247143100802,0.822258542315746,0.76269507475592,0.642097892771406,0.670456542368116,0.612771936624836,0.593497689737318,0.492013491675872,0.42546422962975,0.378222450943514,0.32717449815509,0.307586523418525,0.275711609008091,0.287908829604978,NA
"NSFTV_140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NSFTV_206",0.825472184952007,0.791457692929947,0.867025555349298,0.87095429196852,0.859232255797611,0.810803324099723,0.802765163566945,0.805086363202596,0.792530563752731,0.750563361110691,0.715707240980224,0.649364572166075,0.595400590908306,0.558478271985507,0.503497197281611,0.481082940771714,0.422841549610808,0.371887531742293,0.318862980488098,0.28980862198277,0.270776149039304,0.239433489874224,0.21892534370777,NA
"NSFTV_211",0.977590852336203,1.05816432182228,1.21522775130223,1.13590844062947,1.07091020688161,1.14200078616352,1.09018996003723,1.01540220328414,0.905371269028784,0.844102365686491,0.732185775324907,0.725785327709405,0.627239410349962,0.58153202288462,0.542758683825068,0.526562660557668,0.487274258676642,0.430765426095996,0.39562656576779,0.393669041144292,0.325583092743374,0.349895090832441,0.352922815747635,NA
