"","Exp","NSFTV.ID","Replicate","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"1","E1","NSFTV_1",1,0.927226958063962,1.12933972310969,1.07721947000079,1.10254493561211,0.985351781313018,0.872527867673499,0.881148025039229,0.831332314632904,0.79387706855792,0.717691222073945,0.705163456092977,0.729517662264165,0.718988733560852,0.606944296894366,0.540849775550684,0.50579499750113,0.462351404541483,0.408814107073233,0.378249861708012,0.360339987523394,0.389882748639099
"2","E1","NSFTV_10",1,1.07516411378556,1.07451327433628,1.05176388403772,0.817514628582763,0.790251940505616,0.712100703844071,0.695423623995053,0.667739393143308,0.567228931807903,0.50347969293702,0.467247102240792,0.469236808005524,0.499504945998238,0.449417568232112,0.401698390643338,0.357285769501853,0.314079756243581,0.279263147242962,0.231327466578832,0.211856566017037,0.19630261276943
"3","E1","NSFTV_101",1,1.17429193899782,1.09735558004093,1.11931782159386,1.04185793968113,0.990872291451703,1.05573248407643,1.04595989421522,1.01334764643928,0.957268778742974,1.00274775599927,0.930071599045346,0.901554965595709,0.811471387450469,0.751306576009742,0.710478834142956,0.646831349801647,0.608031572849683,0.527851712324093,0.462306807209062,0.439783643537182,0.420544006599251
"4","E1","NSFTV_102",1,0.947951582867784,1.0093745723279,0.89053110280981,0.898330119394412,0.856827894986772,0.902670363344521,0.867597727117136,0.87765291116719,0.880794607204706,0.848887409006361,0.83466624063754,0.807794881771682,0.804100747791559,0.821912383564235,0.787243519167251,0.70602991579829,0.669570878517885,0.605010657589158,0.539134823551288,0.477689251563359,0.41892241167107
"5","E1","NSFTV_103",1,0.917519493177388,0.912399753238742,0.833483280851702,0.805777853453658,0.767546239210851,0.804049523979797,0.837426559135861,0.704378137925652,0.665412618673512,0.684119487687793,0.648976834612977,0.593608638552459,0.615662692481491,0.637139688450698,0.606016441799173,0.561638074798068,0.516606151556966,0.519577983133169,0.527603519615594,0.457838928479437,0.448688134055035
"6","E1","NSFTV_104",1,0.818447755736356,0.779835070795083,0.778486366890089,0.772709905435094,0.730012818165171,0.721071535468423,0.685496112976678,0.69282650802435,0.72449066093984,0.704833194713982,0.583383590850017,0.579905904813855,0.631821950739386,0.616993104307731,0.544608553518469,0.450030266137973,0.41343679302874,0.393629547169609,0.374208179635605,0.334173153011292,0.305132524747745
"7","E1","NSFTV_105",1,1.27149253731343,1.21986631602016,1.29467575924436,1.31762092793682,1.06613047363718,1.16655086289459,1.10320229025546,1.02054947509493,0.906109107303877,0.899234199302055,0.939877029564449,0.808970365959786,0.731534550716911,0.636266493398726,0.57719409976169,0.509477574673839,0.456984698377536,0.373375854602856,0.34712084801431,0.329535600939866,0.318080490903425
"8","E1","NSFTV_106",1,0.895982168371721,0.876411704312115,0.879584775086505,0.896020602728871,0.820631951567811,0.806889094840902,0.823117469879518,0.779405641467595,0.778774004832761,0.771577573323076,0.72376331224962,0.647869398252537,0.568982104364683,0.524171229870279,0.47884437905437,0.410989952069443,0.344344414264645,0.293836510704269,0.265767375787285,0.253060206539374,0.235356959990047
"9","E1","NSFTV_107",1,0.860661417322835,1.01268447959873,1.02021700432313,1.04573416213083,1.03115961800819,0.863081069384061,0.709236164670615,0.713108954922175,0.671495399167224,0.582224547134311,0.576627560547961,0.541669876486146,0.511066588653865,0.41931933314912,0.354953987668615,0.32146177553605,0.282308017001895,0.254876497324868,0.233117646161124,0.240130190142088,0.244210008584512
"10","E1","NSFTV_109",1,0.97204866820125,0.935420576693397,0.804306367271609,0.869510926118626,0.924242424242424,0.855647230118561,0.845250200695745,0.818723572070197,0.793566978712063,0.822981199881996,0.814544320990403,0.757843348409793,0.721299190844202,0.705450261182142,0.754626097949042,0.664133058322728,0.628371952775265,0.563158068673783,0.53467072740113,0.544240869606695,0.509354276613968
