"Exp","Genotype.ID","Replicate","Key","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"E2","UNL001",1,"E2_UNL001_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E2","UNL001",2,"E2_UNL001_2",-8.07620885332052,7.99978116556118,1.82760496740649,2.2482284854109,-0.0660414334988629,1.62612154099083,NA,3.43254664531702,1.05175795610983,0.592480797706753,0.0278216429612739,1.23515321526638,1.27223039057881,1.15327541114624,0.967116861271358,0.440475723972007,1.03920789770023,0.986416237789683,1.23134702741591,0.70286335581743,1.14603330785583,1.13168473581179,1.10654440566511
"E2","UNL001",3,"E2_UNL001_3",NA,17.287994155314,5.80961394326401,-0.359749828232023,2.2873061642867,1.99633154057039,-0.937960960229746,1.74018547389629,-0.164303751978702,0.149420597680686,-2.15335643646685,1.55860411813784,1.00574987427931,0.252588376684651,NA,1.02881459982865,1.16890927616889,0.923030063686413,1.18251210034324,0.712700794239928,0.807762923110324,0.296816165248303,1.1174613269436
"E2","UNL002",1,"E2_UNL002_1",1.34968745705871,NA,5.74581050761417,2.61641702217345,0.508852448001944,-2.21187969128591,0.663524803151961,1.67697708529007,-2.54794312543926,-0.929277654554209,0.214232410925152,1.15556196682251,1.2860585562787,0.63558902789577,0.975565724492148,0.886365038251786,0.928776002071157,1.11978731304612,1.03277452358538,1.05476878793757,1.09234210323772,1.13170422453194,1.11749317522024
"E2","UNL003",1,"E2_UNL003_1",-4.45790999516814,8.13544509071119,4.40615371077963,1.79471416669942,1.77260256293008,1.60550940507319,1.07168313294175,1.37308579613234,1.12114506051911,0.724375106471463,1.33237690659268,1.33626458040711,0.603165024065097,0.914349014647655,0.779288209433455,0.907985286798659,0.951808503376358,1.16966128330378,0.842376163500297,1.04854317498425,1.14605342438789,1.1317135855921,1.1175016599844
"E2","UNL003",2,"E2_UNL003_2",8.25060796804249,11.2996215501245,4.30875746731077,-1.59052512976955,1.86298694625199,1.23612157116201,0.787648408638951,0.552152876934833,1.40392966018875,1.12927156992014,1.81485745877978,0.471303627196541,0.822124256475546,0.97208987767529,1.13540498877619,1.16738889013599,1.08679486036821,1.07924391318101,0.770126696156006,0.918635859454108,0.824142790476868,0.755529024283494,0.98443808459383
"E2","UNL004",1,"E2_UNL004_1",-0.876522982694653,3.05357802034913,0.773587107599681,-4.28027374988673,-0.6866046653692,0.177881860625173,0.590302587181575,-0.148228450557817,-0.413776165376292,0.48057662999225,0.939507984326743,-0.611400784378431,1.23502353385753,0.723965512846911,0.786210351664486,1.00896060474004,1.00361152536603,1.09874979323937,1.01812640744696,1.13505827212464,1.05817773020848,1.0976641239821,1.07537906041532
"E2","UNL004",2,"E2_UNL004_2",-4.08297657731242,-3.82623537678551,-0.494371174318229,1.03249207559696,3.10184767440447,-1.71348058258993,1.68349556539613,1.75176277207359,1.08800096967905,1.30116063867541,0.872441799504149,0.1929670597229,0.993723381558738,0.922487292512552,1.12686587939673,0.926731540741402,1.09034992378776,0.945461429002573,1.12648498049801,0.998135515412577,1.14603455377171,0.948277872720828,1.01255090090819
"E2","UNL005",1,"E2_UNL005_1",NA,NA,NA,-6.96178223903468,2.61413856394189,2.81346411448218,1.20419612060402,0.601835759572677,1.5872022512992,1.22640909088706,0.740547798851559,1.06956169725827,1.22865168727333,1.13662499139675,1.16796294267186,0.950481965825348,0.941707258409138,1.14271792496336,1.0648346782288,1.06844066148641,0.919801867853585,1.07910979029923,0.997860930485381
"E2","UNL005",2,"E2_UNL005_2",9.85794077812493,NA,5.15177806694062,-3.64276044198127,-1.44568000910597,1.18138527724879,0.55685290797138,1.97358255881103,-0.313961510311916,1.28191429270106,0.755497326846971,0.993267811766206,1.00397933669266,1.48464103239049,1.41630175687725,1.21777513364019,1.24742441635791,0.907259605121932,0.679679224366479,0.936422230269946,0.987119946217015,0.845145577229283,1.09384279617966
